target_gene,method,threshold,model_name,C,gamma,n_estimators,max_depth,min_samples_leaf,n_test,n_lof,n_gof,accuracy,balanced_accuracy,macro_f1,gof_f1,gof_precision,gof_recall,roc_auc,average_precision
SCN10A,esm_knn_score_fusion_threshold_tuned,0.4408470129766607,linear_svm,0.01,none,0,,0,16,7,9,0.5625,0.6111111111111112,0.5151515151515151,0.36363636363636365,1.0,0.2222222222222222,0.8095238095238095,0.8963945005611672
SCN1A,esm_knn_score_fusion_threshold_tuned,0.2999593050283601,rbf_svm,0.1,0.01,0,,0,61,49,12,0.8360655737704918,0.6777210884353742,0.7009803921568627,0.5,0.625,0.4166666666666667,0.70578231292517,0.5457014513264513
SCN2A,esm_knn_score_fusion_threshold_tuned,0.1677301825065201,rbf_svm,0.1,scale,0,,0,32,14,18,0.59375,0.623015873015873,0.5835835835835836,0.5185185185185185,0.7777777777777778,0.3888888888888889,0.626984126984127,0.7091374674708008
SCN3A,esm_knn_score_fusion_threshold_tuned,0.016858979205666095,linear_svm,0.01,none,0,,0,12,2,10,0.75,0.85,0.6974789915966386,0.8235294117647058,1.0,0.7,0.95,0.9909090909090909
SCN4A,esm_knn_score_fusion_threshold_tuned,0.10043094585035828,rbf_svm,0.1,scale,0,,0,31,13,18,0.7741935483870968,0.7841880341880342,0.7732497387669801,0.7878787878787878,0.8666666666666667,0.7222222222222222,0.8376068376068376,0.9122725585960882
SCN5A,esm_knn_score_fusion_threshold_tuned,-0.19082870087050605,rbf_svm,1.0,0.01,0,,0,157,117,40,0.6369426751592356,0.6576923076923077,0.6059965658433496,0.49557522123893805,0.3835616438356164,0.7,0.711965811965812,0.49220646813588
SCN8A,esm_knn_score_fusion_threshold_tuned,-0.7803950399185318,rbf_svm,0.1,0.1,0,,0,22,8,14,0.6363636363636364,0.5,0.3888888888888889,0.7777777777777778,0.6363636363636364,1.0,0.8035714285714286,0.8509778911564626
