config_id,outer_target_gene,model_name,C,gamma,n_estimators,max_depth,min_samples_leaf,n_inner_validation_genes,threshold,inner_tuned_accuracy,inner_tuned_balanced_accuracy,inner_tuned_roc_auc,inner_tuned_gof_f1,inner_default_accuracy_mean,inner_default_balanced_accuracy_mean,inner_default_roc_auc_mean,inner_default_gof_f1_mean
28,SCN10A,random_forest,0.0,none,300,5,5,6,0.4863673405627576,0.6507936507936508,0.6710283251231528,0.7412473610133709,0.6014492753623188,0.6938637332018273,0.7101404878190593,0.7606637740566313,0.6455096040761059
26,SCN10A,random_forest,0.0,none,300,5,1,6,0.5836811290254525,0.7174603174603175,0.6707204433497537,0.7309113300492611,0.5615763546798029,0.6709809622410838,0.6687412785627073,0.7609156055584627,0.6308148703790196
31,SCN10A,random_forest,0.0,none,300,,3,6,0.6875883416463429,0.7523809523809524,0.6677955665024631,0.7120865587614356,0.5185185185185185,0.6472312624734989,0.670734126984127,0.7510458456887029,0.5915750466422636
27,SCN10A,random_forest,0.0,none,300,5,3,6,0.5693056068380848,0.7047619047619048,0.666871921182266,0.7396199859254046,0.5633802816901409,0.6923693374665252,0.7133103668817955,0.7593849933135647,0.646712345532005
32,SCN10A,random_forest,0.0,none,300,,5,6,0.5943701526549579,0.7174603174603175,0.6667179802955665,0.7250615763546797,0.5527638190954773,0.6674385684799368,0.689973617652189,0.7484116082330368,0.6183149180091181
6,SCN10A,linear_svm,0.1,none,0,none,0,6,0.6054985671298789,0.7174603174603175,0.6667179802955665,0.7086998592540465,0.5527638190954773,0.6971256779056128,0.7137384440955868,0.760126678876679,0.650961465667348
33,SCN10A,random_forest,0.0,none,300,,10,6,0.5937970706928504,0.7206349206349206,0.6651785714285714,0.7346059113300492,0.5463917525773195,0.6690288837830453,0.6906106459677889,0.753263997906855,0.6246818530238628
29,SCN10A,random_forest,0.0,none,300,5,10,6,0.4406703322380293,0.6190476190476191,0.6624076354679803,0.7409394792399718,0.6026490066225165,0.6830425565700898,0.7036855340426769,0.7572238938310368,0.6370298224817933
13,SCN10A,rbf_svm,1.0,0.01,0,none,0,6,0.03466592088642961,0.6476190476190476,0.6605603448275863,0.7050932441942295,0.587360594795539,0.7044051077463306,0.7281041048898191,0.7673810977382406,0.6658162012279659
12,SCN10A,rbf_svm,1.0,scale,0,none,0,6,-0.15885722627305732,0.6285714285714286,0.6577894088669951,0.6897871217452498,0.5923344947735192,0.6764654189161451,0.7088548026048027,0.7483025902668761,0.6452906162464986
2,SCN10A,logistic_regression,1.0,none,0,none,0,6,0.6873432234435326,0.7015873015873015,0.6524014778325123,0.6764602392681212,0.5346534653465347,0.6691663407468263,0.6896905343333914,0.723232818768533,0.6261243433421242
30,SCN10A,random_forest,0.0,none,300,,1,6,0.6083333333333334,0.707936507936508,0.6513238916256158,0.6930418719211824,0.5257731958762887,0.6337953265676397,0.6375258009186581,0.7439945636374207,0.583659326114569
7,SCN10A,linear_svm,1.0,none,0,none,0,6,0.18105743151530196,0.6476190476190476,0.6445504926108374,0.675536593947924,0.5612648221343873,0.662039453384519,0.6819666114308971,0.725140996569568,0.6219191279527615
3,SCN10A,logistic_regression,10.0,none,0,none,0,6,0.6054594386301508,0.6507936507936508,0.6370073891625616,0.6520496129486277,0.5454545454545454,0.6419918953068665,0.6654111430897146,0.7054512617012616,0.5987201616178017
4,SCN10A,logistic_regression,100.0,none,0,none,0,6,0.6207656927640077,0.653968253968254,0.6334667487684729,0.6436488388458832,0.5361702127659574,0.6301817187791375,0.6478672451886737,0.7022210593639165,0.5877705183831777
8,SCN10A,linear_svm,10.0,none,0,none,0,6,0.6841999019768865,0.6698412698412698,0.6317733990147782,0.6601864883884588,0.5185185185185185,0.6291562450783489,0.6458584074655503,0.7141014739229025,0.5985426908936531
15,SCN10A,rbf_svm,10.0,scale,0,none,0,6,0.12488337592333396,0.6412698412698413,0.6316194581280787,0.6381069669247009,0.5425101214574899,0.6304220705737001,0.6274638060352347,0.6370203209488924,0.6133244634909452
16,SCN10A,rbf_svm,10.0,0.01,0,none,0,6,0.3363147330117016,0.6603174603174603,0.6283866995073892,0.6449243490499649,0.5201793721973094,0.6264433191183204,0.6219122478051049,0.6640982033839177,0.6021028199879571
