#DatabaseID,DiseaseName,HPO_ID
OMIM:619340,Developmental and epileptic encephalopathy 96,HP:0011097
OMIM:619340,Developmental and epileptic encephalopathy 96,HP:0002187
OMIM:619340,Developmental and epileptic encephalopathy 96,HP:0001518
OMIM:619340,Developmental and epileptic encephalopathy 96,HP:0032792
OMIM:619340,Developmental and epileptic encephalopathy 96,HP:0011451
OMIM:619340,Developmental and epileptic encephalopathy 96,HP:0010851
OMIM:619340,Developmental and epileptic encephalopathy 96,HP:0001789
OMIM:619340,Developmental and epileptic encephalopathy 96,HP:0200134
OMIM:619340,Developmental and epileptic encephalopathy 96,HP:0001522
OMIM:619340,Developmental and epileptic encephalopathy 96,HP:0000006
OMIM:619340,Developmental and epileptic encephalopathy 96,HP:0002643
OMIM:609153,"Pseudohyperkalemia, familial, 2, due to red cell leak",HP:0002378
OMIM:609153,"Pseudohyperkalemia, familial, 2, due to red cell leak",HP:0003324
OMIM:609153,"Pseudohyperkalemia, familial, 2, due to red cell leak",HP:0002153
OMIM:609153,"Pseudohyperkalemia, familial, 2, due to red cell leak",HP:0003394
OMIM:609153,"Pseudohyperkalemia, familial, 2, due to red cell leak",HP:0001878
OMIM:609153,"Pseudohyperkalemia, familial, 2, due to red cell leak",HP:0003768
OMIM:609153,"Pseudohyperkalemia, familial, 2, due to red cell leak",HP:0000006
OMIM:224550,Dystonia with ringbinden,HP:0003621
OMIM:224550,Dystonia with ringbinden,HP:0000750
OMIM:224550,Dystonia with ringbinden,HP:0001288
OMIM:224550,Dystonia with ringbinden,HP:0001332
OMIM:224550,Dystonia with ringbinden,HP:0011463
OMIM:224550,Dystonia with ringbinden,HP:0002072
OMIM:224550,Dystonia with ringbinden,HP:0000007
OMIM:224550,Dystonia with ringbinden,HP:0003307
OMIM:224550,Dystonia with ringbinden,HP:0001347
OMIM:253900,"Muscular dystrophy, congenital, producing arthrogryposis",HP:0003741
OMIM:253900,"Muscular dystrophy, congenital, producing arthrogryposis",HP:0003198
OMIM:253900,"Muscular dystrophy, congenital, producing arthrogryposis",HP:0001939
OMIM:253900,"Muscular dystrophy, congenital, producing arthrogryposis",HP:0000007
OMIM:253900,"Muscular dystrophy, congenital, producing arthrogryposis",HP:0002804
OMIM:614102,Immunoglobulin kappa light chain deficiency,HP:0002014
OMIM:614102,Immunoglobulin kappa light chain deficiency,HP:0002719
OMIM:614102,Immunoglobulin kappa light chain deficiency,HP:0000007
OMIM:614102,Immunoglobulin kappa light chain deficiency,HP:0010701
OMIM:619426,White-Kernohan syndrome,HP:0000286
OMIM:619426,White-Kernohan syndrome,HP:0010804
OMIM:619426,White-Kernohan syndrome,HP:0006989
OMIM:619426,White-Kernohan syndrome,HP:0001252
OMIM:619426,White-Kernohan syndrome,HP:0003196
OMIM:619426,White-Kernohan syndrome,HP:0003593
OMIM:619426,White-Kernohan syndrome,HP:0000085
OMIM:619426,White-Kernohan syndrome,HP:0002020
OMIM:619426,White-Kernohan syndrome,HP:0012745
OMIM:619426,White-Kernohan syndrome,HP:0000639
OMIM:619426,White-Kernohan syndrome,HP:0011463
OMIM:619426,White-Kernohan syndrome,HP:0020045
OMIM:619426,White-Kernohan syndrome,HP:0000637
OMIM:619426,White-Kernohan syndrome,HP:0000278
OMIM:619426,White-Kernohan syndrome,HP:0001249
OMIM:619426,White-Kernohan syndrome,HP:0020206
OMIM:619426,White-Kernohan syndrome,HP:0001385
OMIM:619426,White-Kernohan syndrome,HP:0000574
OMIM:619426,White-Kernohan syndrome,HP:0001388
OMIM:619426,White-Kernohan syndrome,HP:0002870
OMIM:619426,White-Kernohan syndrome,HP:0000293
OMIM:619426,White-Kernohan syndrome,HP:0011800
OMIM:619426,White-Kernohan syndrome,HP:0011330
OMIM:619426,White-Kernohan syndrome,HP:0000601
OMIM:619426,White-Kernohan syndrome,HP:0000403
OMIM:619426,White-Kernohan syndrome,HP:0000527
OMIM:619426,White-Kernohan syndrome,HP:0000400
OMIM:619426,White-Kernohan syndrome,HP:0000006
OMIM:619426,White-Kernohan syndrome,HP:0000369
OMIM:619426,White-Kernohan syndrome,HP:0000126
OMIM:619426,White-Kernohan syndrome,HP:0000143
OMIM:619426,White-Kernohan syndrome,HP:0000582
OMIM:619426,White-Kernohan syndrome,HP:0000463
OMIM:619426,White-Kernohan syndrome,HP:0034003
OMIM:619426,White-Kernohan syndrome,HP:0000739
OMIM:619426,White-Kernohan syndrome,HP:0000219
OMIM:619426,White-Kernohan syndrome,HP:0000537
OMIM:619426,White-Kernohan syndrome,HP:0001545
OMIM:619426,White-Kernohan syndrome,HP:0000154
OMIM:619426,White-Kernohan syndrome,HP:0003621
OMIM:619426,White-Kernohan syndrome,HP:0000430
OMIM:619426,White-Kernohan syndrome,HP:0000072
OMIM:619426,White-Kernohan syndrome,HP:0005280
OMIM:619426,White-Kernohan syndrome,HP:0011228
OMIM:619426,White-Kernohan syndrome,HP:0000506
OMIM:619426,White-Kernohan syndrome,HP:0000821
OMIM:619426,White-Kernohan syndrome,HP:0000664
OMIM:619426,White-Kernohan syndrome,HP:0007018
OMIM:619426,White-Kernohan syndrome,HP:0001513
OMIM:610370,"Diarrhea 4, malabsorptive, congenital",HP:0002014
OMIM:610370,"Diarrhea 4, malabsorptive, congenital",HP:0002013
OMIM:610370,"Diarrhea 4, malabsorptive, congenital",HP:0001508
OMIM:610370,"Diarrhea 4, malabsorptive, congenital",HP:0004918
OMIM:610370,"Diarrhea 4, malabsorptive, congenital",HP:0001944
OMIM:610370,"Diarrhea 4, malabsorptive, congenital",HP:0000007
OMIM:610370,"Diarrhea 4, malabsorptive, congenital",HP:0003623
OMIM:609621,Short QT syndrome 2,HP:0012232
OMIM:609621,Short QT syndrome 2,HP:0001663
OMIM:609621,Short QT syndrome 2,HP:0001662
OMIM:609621,Short QT syndrome 2,HP:0005110
OMIM:609621,Short QT syndrome 2,HP:0001279
OMIM:609621,Short QT syndrome 2,HP:0001645
OMIM:609621,Short QT syndrome 2,HP:0000006
OMIM:212790,Premature centromere division,HP:0001939
OMIM:212790,Premature centromere division,HP:0000007
OMIM:212790,Premature centromere division,HP:0003745
OMIM:612567,"Inflammatory bowel disease 25, early onset, autosomal recessive",HP:0000143
OMIM:612567,"Inflammatory bowel disease 25, early onset, autosomal recessive",HP:0004387
OMIM:612567,"Inflammatory bowel disease 25, early onset, autosomal recessive",HP:0003593
OMIM:612567,"Inflammatory bowel disease 25, early onset, autosomal recessive",HP:0033279
OMIM:612567,"Inflammatory bowel disease 25, early onset, autosomal recessive",HP:0000007
OMIM:612567,"Inflammatory bowel disease 25, early onset, autosomal recessive",HP:0033256
OMIM:612567,"Inflammatory bowel disease 25, early onset, autosomal recessive",HP:0002837
OMIM:612567,"Inflammatory bowel disease 25, early onset, autosomal recessive",HP:0009789
OMIM:612567,"Inflammatory bowel disease 25, early onset, autosomal recessive",HP:0025084
OMIM:612567,"Inflammatory bowel disease 25, early onset, autosomal recessive",HP:0025084
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0001332
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0003220
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0001251
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0040270
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0007181
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0007380
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0001909
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0009067
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0009473
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0007440
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0040012
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0000657
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0006254
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0000007
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0000524
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0000777
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0001522
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0002720
OMIM:208910,Ataxia-Telangiectasia with generalized skin pigmentation and early death,HP:0001952
OMIM:613679,Congenital prothrombin deficiency,HP:0000132
OMIM:613679,Congenital prothrombin deficiency,HP:0003577
OMIM:613679,Congenital prothrombin deficiency,HP:0003010
OMIM:613679,Congenital prothrombin deficiency,HP:0031364
OMIM:613679,Congenital prothrombin deficiency,HP:0005261
OMIM:613679,Congenital prothrombin deficiency,HP:0008151
OMIM:613679,Congenital prothrombin deficiency,HP:0003828
OMIM:613679,Congenital prothrombin deficiency,HP:0000007
OMIM:613679,Congenital prothrombin deficiency,HP:0000978
OMIM:613679,Congenital prothrombin deficiency,HP:0000421
OMIM:613679,Congenital prothrombin deficiency,HP:0002239
OMIM:613679,Congenital prothrombin deficiency,HP:0000225
OMIM:613679,Congenital prothrombin deficiency,HP:0003645
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0001265
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0003676
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0002059
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0000365
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0002354
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0001262
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0003380
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0031258
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0100710
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0000737
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0000407
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0000726
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0000726
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0000741
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0000763
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0000006
OMIM:614116,"Neuropathy, hereditary sensory, type IE",HP:0002754
OMIM:612201,"Atrial fibrillation, familial, 6",HP:0005110
OMIM:612201,"Atrial fibrillation, familial, 6",HP:0000006
OMIM:137580,Gilles de la tourette syndrome,HP:0010529
OMIM:137580,Gilles de la tourette syndrome,HP:0002360
OMIM:137580,Gilles de la tourette syndrome,HP:0000718
OMIM:137580,Gilles de la tourette syndrome,HP:0000722
OMIM:137580,Gilles de la tourette syndrome,HP:0100035
OMIM:137580,Gilles de la tourette syndrome,HP:0007018
OMIM:137580,Gilles de la tourette syndrome,HP:0000006
OMIM:137580,Gilles de la tourette syndrome,HP:0000742
OMIM:137580,Gilles de la tourette syndrome,HP:0100034
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0003577
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0000486
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0000365
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0009938
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0007618
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0001271
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0000272
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0011344
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0100830
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0011343
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0000729
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0000519
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0000007
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0000664
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0000322
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",HP:0000336
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000286
OMIM:117650,Cerebrocostomandibular syndrome,HP:0004468
OMIM:117650,Cerebrocostomandibular syndrome,HP:0002025
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000164
OMIM:117650,Cerebrocostomandibular syndrome,HP:0001374
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000343
OMIM:117650,Cerebrocostomandibular syndrome,HP:0005257
OMIM:117650,Cerebrocostomandibular syndrome,HP:0001591
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000086
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000185
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000162
OMIM:117650,Cerebrocostomandibular syndrome,HP:0005792
OMIM:117650,Cerebrocostomandibular syndrome,HP:0002020
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000085
OMIM:117650,Cerebrocostomandibular syndrome,HP:0001629
OMIM:117650,Cerebrocostomandibular syndrome,HP:0006593
OMIM:117650,Cerebrocostomandibular syndrome,HP:0008897
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000218
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000878
OMIM:117650,Cerebrocostomandibular syndrome,HP:0010290
OMIM:117650,Cerebrocostomandibular syndrome,HP:0001643
OMIM:117650,Cerebrocostomandibular syndrome,HP:0030280
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000358
OMIM:117650,Cerebrocostomandibular syndrome,HP:0001249
OMIM:117650,Cerebrocostomandibular syndrome,HP:0001545
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000252
OMIM:117650,Cerebrocostomandibular syndrome,HP:0001561
OMIM:117650,Cerebrocostomandibular syndrome,HP:0002650
OMIM:117650,Cerebrocostomandibular syndrome,HP:0004695
OMIM:117650,Cerebrocostomandibular syndrome,HP:0002132
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000272
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000107
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000405
OMIM:117650,Cerebrocostomandibular syndrome,HP:0004209
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000465
OMIM:117650,Cerebrocostomandibular syndrome,HP:0002987
OMIM:117650,Cerebrocostomandibular syndrome,HP:0001631
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000006
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000369
OMIM:117650,Cerebrocostomandibular syndrome,HP:0002643
OMIM:117650,Cerebrocostomandibular syndrome,HP:0000347
OMIM:117650,Cerebrocostomandibular syndrome,HP:0001611
OMIM:616067,"46,xy sex reversal 9",HP:0012245
OMIM:616067,"46,xy sex reversal 9",HP:0000133
OMIM:616067,"46,xy sex reversal 9",HP:0000062
OMIM:616067,"46,xy sex reversal 9",HP:0000729
OMIM:616067,"46,xy sex reversal 9",HP:0000063
OMIM:616067,"46,xy sex reversal 9",HP:0000006
OMIM:108770,Atrial standstill 1,HP:0001706
OMIM:108770,Atrial standstill 1,HP:0025478
OMIM:108770,Atrial standstill 1,HP:0011705
OMIM:108770,Atrial standstill 1,HP:0200127
OMIM:108770,Atrial standstill 1,HP:0005155
OMIM:108770,Atrial standstill 1,HP:0006699
OMIM:108770,Atrial standstill 1,HP:0004757
OMIM:108770,Atrial standstill 1,HP:0000006
OMIM:112700,"Brachydactyly, type A3",HP:0009370
OMIM:112700,"Brachydactyly, type A3",HP:0001507
OMIM:112700,"Brachydactyly, type A3",HP:0004220
OMIM:112700,"Brachydactyly, type A3",HP:0004209
OMIM:112700,"Brachydactyly, type A3",HP:0000006
OMIM:112700,"Brachydactyly, type A3",HP:0010579
OMIM:112700,"Brachydactyly, type A3",HP:0005910
OMIM:612229,"Colorectal cancer, susceptibility to, 3",HP:0003003
OMIM:612229,"Colorectal cancer, susceptibility to, 3",HP:0001425
OMIM:614880,Hypogonadotropic hypogonadism 15 with or without anosmia,HP:0000054
OMIM:614880,Hypogonadotropic hypogonadism 15 with or without anosmia,HP:0000175
OMIM:614880,Hypogonadotropic hypogonadism 15 with or without anosmia,HP:0012506
OMIM:614880,Hypogonadotropic hypogonadism 15 with or without anosmia,HP:0002857
OMIM:614880,Hypogonadotropic hypogonadism 15 with or without anosmia,HP:0008734
OMIM:614880,Hypogonadotropic hypogonadism 15 with or without anosmia,HP:0000028
OMIM:614880,Hypogonadotropic hypogonadism 15 with or without anosmia,HP:0000006
OMIM:614880,Hypogonadotropic hypogonadism 15 with or without anosmia,HP:0000786
OMIM:615546,Van maldergem syndrome 2,HP:0000286
OMIM:615546,Van maldergem syndrome 2,HP:0010804
OMIM:615546,Van maldergem syndrome 2,HP:0000089
OMIM:615546,Van maldergem syndrome 2,HP:0001252
OMIM:615546,Van maldergem syndrome 2,HP:0012745
OMIM:615546,Van maldergem syndrome 2,HP:0001290
OMIM:615546,Van maldergem syndrome 2,HP:0000316
OMIM:615546,Van maldergem syndrome 2,HP:0002779
OMIM:615546,Van maldergem syndrome 2,HP:0001249
OMIM:615546,Van maldergem syndrome 2,HP:0000054
OMIM:615546,Van maldergem syndrome 2,HP:0001388
OMIM:615546,Van maldergem syndrome 2,HP:0002079
OMIM:615546,Van maldergem syndrome 2,HP:0032409
OMIM:615546,Van maldergem syndrome 2,HP:0011968
OMIM:615546,Van maldergem syndrome 2,HP:0010554
OMIM:615546,Van maldergem syndrome 2,HP:0011800
OMIM:615546,Van maldergem syndrome 2,HP:0000407
OMIM:615546,Van maldergem syndrome 2,HP:0010044
OMIM:615546,Van maldergem syndrome 2,HP:0000327
OMIM:615546,Van maldergem syndrome 2,HP:0000689
OMIM:615546,Van maldergem syndrome 2,HP:0000007
OMIM:615546,Van maldergem syndrome 2,HP:0000405
OMIM:615546,Van maldergem syndrome 2,HP:0000048
OMIM:615546,Van maldergem syndrome 2,HP:0000047
OMIM:615546,Van maldergem syndrome 2,HP:0000960
OMIM:615546,Van maldergem syndrome 2,HP:0004689
OMIM:615546,Van maldergem syndrome 2,HP:0000341
OMIM:615546,Van maldergem syndrome 2,HP:0001155
OMIM:615546,Van maldergem syndrome 2,HP:0003577
OMIM:615546,Van maldergem syndrome 2,HP:0000260
OMIM:615546,Van maldergem syndrome 2,HP:0000581
OMIM:615546,Van maldergem syndrome 2,HP:0002282
OMIM:615546,Van maldergem syndrome 2,HP:0000938
OMIM:615546,Van maldergem syndrome 2,HP:0040079
OMIM:615546,Van maldergem syndrome 2,HP:0008551
OMIM:615546,Van maldergem syndrome 2,HP:0002714
OMIM:615546,Van maldergem syndrome 2,HP:0000218
OMIM:615546,Van maldergem syndrome 2,HP:0030084
OMIM:615546,Van maldergem syndrome 2,HP:0000774
OMIM:615546,Van maldergem syndrome 2,HP:0000894
OMIM:615546,Van maldergem syndrome 2,HP:0000413
OMIM:615546,Van maldergem syndrome 2,HP:0002652
OMIM:615546,Van maldergem syndrome 2,HP:0001760
OMIM:615546,Van maldergem syndrome 2,HP:0000431
OMIM:615546,Van maldergem syndrome 2,HP:0001762
OMIM:615546,Van maldergem syndrome 2,HP:0002650
OMIM:615546,Van maldergem syndrome 2,HP:0000272
OMIM:615546,Van maldergem syndrome 2,HP:0032388
OMIM:615546,Van maldergem syndrome 2,HP:0010537
OMIM:615546,Van maldergem syndrome 2,HP:0000508
OMIM:615546,Van maldergem syndrome 2,HP:0001510
OMIM:615546,Van maldergem syndrome 2,HP:0000028
OMIM:615546,Van maldergem syndrome 2,HP:0000347
OMIM:116200,"Cataract 1, multiple types",HP:0100018
OMIM:116200,"Cataract 1, multiple types",HP:0010693
OMIM:116200,"Cataract 1, multiple types",HP:0000482
OMIM:116200,"Cataract 1, multiple types",HP:0000519
OMIM:116200,"Cataract 1, multiple types",HP:0007787
OMIM:116200,"Cataract 1, multiple types",HP:0000006
OMIM:607624,"Griscelli syndrome, type 2",HP:0002344
OMIM:607624,"Griscelli syndrome, type 2",HP:0002972
OMIM:607624,"Griscelli syndrome, type 2",HP:0001250
OMIM:607624,"Griscelli syndrome, type 2",HP:0002220
OMIM:607624,"Griscelli syndrome, type 2",HP:0001010
OMIM:607624,"Griscelli syndrome, type 2",HP:0003593
OMIM:607624,"Griscelli syndrome, type 2",HP:0012156
OMIM:607624,"Griscelli syndrome, type 2",HP:0003819
OMIM:607624,"Griscelli syndrome, type 2",HP:0002718
OMIM:607624,"Griscelli syndrome, type 2",HP:0000007
OMIM:607624,"Griscelli syndrome, type 2",HP:0001008
OMIM:607624,"Griscelli syndrome, type 2",HP:0002218
OMIM:607624,"Griscelli syndrome, type 2",HP:0001945
OMIM:607624,"Griscelli syndrome, type 2",HP:0001257
OMIM:607624,"Griscelli syndrome, type 2",HP:0001433
OMIM:192100,"Uvula, bifid",HP:0000193
OMIM:192100,"Uvula, bifid",HP:0000006
OMIM:615220,"Osteogenesis imperfecta, type XV",HP:0002650
OMIM:615220,"Osteogenesis imperfecta, type XV",HP:0004322
OMIM:615220,"Osteogenesis imperfecta, type XV",HP:0001321
OMIM:615220,"Osteogenesis imperfecta, type XV",HP:0001382
OMIM:615220,"Osteogenesis imperfecta, type XV",HP:0003023
OMIM:615220,"Osteogenesis imperfecta, type XV",HP:0000592
OMIM:615220,"Osteogenesis imperfecta, type XV",HP:0001263
OMIM:615220,"Osteogenesis imperfecta, type XV",HP:0010636
OMIM:615220,"Osteogenesis imperfecta, type XV",HP:0012110
OMIM:615220,"Osteogenesis imperfecta, type XV",HP:0000926
OMIM:615220,"Osteogenesis imperfecta, type XV",HP:0000007
OMIM:615220,"Osteogenesis imperfecta, type XV",HP:0002757
OMIM:615220,"Osteogenesis imperfecta, type XV",HP:0000883
OMIM:615234,"Anemia, hypochromic microcytic, with iron overload 2",HP:0025066
OMIM:615234,"Anemia, hypochromic microcytic, with iron overload 2",HP:0000980
OMIM:615234,"Anemia, hypochromic microcytic, with iron overload 2",HP:0002240
OMIM:615234,"Anemia, hypochromic microcytic, with iron overload 2",HP:0003281
OMIM:615234,"Anemia, hypochromic microcytic, with iron overload 2",HP:0000957
OMIM:615234,"Anemia, hypochromic microcytic, with iron overload 2",HP:0001903
OMIM:615234,"Anemia, hypochromic microcytic, with iron overload 2",HP:0032231
OMIM:615234,"Anemia, hypochromic microcytic, with iron overload 2",HP:0000135
OMIM:615234,"Anemia, hypochromic microcytic, with iron overload 2",HP:0001510
OMIM:615234,"Anemia, hypochromic microcytic, with iron overload 2",HP:0001744
OMIM:615234,"Anemia, hypochromic microcytic, with iron overload 2",HP:0000006
OMIM:615234,"Anemia, hypochromic microcytic, with iron overload 2",HP:0000027
OMIM:615234,"Anemia, hypochromic microcytic, with iron overload 2",HP:0004447
OMIM:268000,Retinitis pigmentosa,HP:0001133
OMIM:268000,Retinitis pigmentosa,HP:0000662
OMIM:268000,Retinitis pigmentosa,HP:0031605
OMIM:268000,Retinitis pigmentosa,HP:0001419
OMIM:268000,Retinitis pigmentosa,HP:0000007
OMIM:268000,Retinitis pigmentosa,HP:0000510
OMIM:268000,Retinitis pigmentosa,HP:0000006
OMIM:605027,"Lymphoma, non-hodgkin, familial",HP:0002665
OMIM:225100,Ectopia lentis,HP:0000007
OMIM:225100,Ectopia lentis,HP:0001083
OMIM:204870,"Corneal dystrophy, gelatinous drop-like",HP:0011463
OMIM:204870,"Corneal dystrophy, gelatinous drop-like",HP:0001131
OMIM:204870,"Corneal dystrophy, gelatinous drop-like",HP:0000613
OMIM:204870,"Corneal dystrophy, gelatinous drop-like",HP:0000007
OMIM:204870,"Corneal dystrophy, gelatinous drop-like",HP:0007663
OMIM:204870,"Corneal dystrophy, gelatinous drop-like",HP:0000505
OMIM:204870,"Corneal dystrophy, gelatinous drop-like",HP:0000622
OMIM:608265,"Deafness, congenital neurosensory, autosomal recessive 39",HP:0000007
OMIM:608265,"Deafness, congenital neurosensory, autosomal recessive 39",HP:0000399
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0002421
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0002169
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0000252
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0001344
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0000496
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0004322
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0011968
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0001250
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0001371
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0012448
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0002080
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0001508
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0000657
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0001999
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0000007
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0002019
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0001510
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0001257
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0001249
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0002500
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,HP:0001347
OMIM:613123,Brugada syndrome 8,HP:0012251
OMIM:613123,Brugada syndrome 8,HP:0011712
OMIM:613123,Brugada syndrome 8,HP:0004756
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0001155
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0010628
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0003376
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0003693
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0002460
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0002062
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0003390
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0000639
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0007002
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0002936
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0003701
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0001763
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0001249
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0001347
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0002212
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0003621
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0001762
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0002650
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0001761
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0001260
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0003380
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",HP:0001317
