feature_set,pca_dim,model_name,C,gamma,n_inner_genes,mean_accuracy,mean_balanced_accuracy,mean_roc_auc,mean_gof_f1,mean_average_precision,outer_target_gene
wt_site,32,rbf_svm,10.0,scale,6,0.7785310530180632,0.7790761817547532,0.794836545729403,0.7212533759023323,0.7714073423248787,SCN10A
mutant_site,128,logistic_regression,0.1,none,6,0.7631106412396201,0.7764928193499623,0.7868738734810163,0.7344414252308988,0.7747067331326504,SCN10A
wt_mut_site,16,rbf_svm,10.0,scale,6,0.7664555825885936,0.775736234664806,0.8100031251816966,0.7196184670449376,0.7658745189241537,SCN10A
wt_mut_site,32,rbf_svm,10.0,scale,6,0.7636801152969026,0.7755770684342113,0.788682844932845,0.7151214798273622,0.7667890541569194,SCN10A
wt_site,16,rbf_svm,1.0,0.01,6,0.7553189099376074,0.7750468777254492,0.8004433397290539,0.7123956722666489,0.7717959228775202,SCN10A
mutant_site,128,linear_svm,0.01,none,6,0.7462740182317096,0.7685468631897203,0.8025561079132508,0.724504871563695,0.779079420756859,SCN10A
mutant_site,32,rbf_svm,10.0,scale,6,0.7714077683809434,0.7684938077795221,0.8268871009942438,0.7221224546805942,0.8061613504150831,SCN10A
wt_site,16,rbf_svm,10.0,scale,6,0.7563119926031784,0.7631919006919007,0.7910547124832839,0.7122240903753508,0.7531663830694318,SCN10A
mutant_site,128,logistic_regression,0.01,none,6,0.7522816818283719,0.7614603319960462,0.7998662712948428,0.736834207565915,0.7834567779712099,SCN10A
mutant_site,128,logistic_regression,1.0,none,6,0.7363769493821289,0.7598584946799233,0.7730496685853829,0.7040924755156476,0.7718151861470736,SCN10A
mutant_site,16,rbf_svm,1.0,0.01,6,0.754444517849239,0.7587719489505204,0.8045231554160126,0.697573386079578,0.7950182508627347,SCN10A
wt_mut_site,16,rbf_svm,1.0,scale,6,0.7600229531817244,0.7577337345194488,0.7824074074074074,0.7398323685452398,0.7560005713053646,SCN10A
wt_mut_site,8,rbf_svm,10.0,scale,6,0.7390980408813163,0.7566490057561487,0.7840459474388046,0.6975945730440664,0.750273327802509,SCN10A
mutant_site,8,rbf_svm,10.0,scale,6,0.7703860435982633,0.754492266992267,0.804386519565091,0.7427503634597455,0.7645467115688541,SCN10A
mutant_site,128,rbf_svm,1.0,scale,6,0.7614574507533781,0.7523613291470435,0.8044704633990348,0.7408607726212081,0.7763650155346191,SCN10A
wt_mut_site,8,rbf_svm,1.0,0.01,6,0.7329920644058262,0.7516963195534624,0.7954862928077214,0.6925653594771242,0.7627644773080503,SCN10A
wt_site,16,rbf_svm,10.0,0.01,6,0.7325237957207675,0.7505596255596255,0.7818081719867435,0.6930056377874214,0.7491736628515323,SCN10A
wt_mut_site,64,rbf_svm,10.0,scale,6,0.7407524344023964,0.7484443136228851,0.7660230972730973,0.6968886479322912,0.753489660158519,SCN10A
wt_site,128,rbf_svm,10.0,scale,6,0.7173289011424712,0.7480162364090935,0.7951552415838131,0.6906920313979138,0.7989108921985945,SCN10A
mutant_site,16,rbf_svm,10.0,scale,6,0.7440602485971178,0.747935199720914,0.8009484563055992,0.6966106099175057,0.7795413811643775,SCN10A
wt_mut_site,64,rbf_svm,1.0,scale,6,0.7603077428398173,0.7476335833478691,0.7888074888074889,0.7365447955284616,0.7557354175816423,SCN10A
mutant_site,16,rbf_svm,1.0,scale,6,0.7763626733616262,0.7472244025815454,0.808062605384034,0.7361619861619862,0.7836519111937469,SCN10A
wt_site,128,rbf_svm,1.0,scale,6,0.7416638010727681,0.7459812343740916,0.7867648555148555,0.7326197669586629,0.7528596436170248,SCN10A
wt_mut_site,128,rbf_svm,10.0,scale,6,0.7214504017453772,0.7455804116518402,0.7737786353857783,0.7029368592301314,0.7484279701919206,SCN10A
wt_mut_site,128,linear_svm,0.01,none,6,0.7193762521981887,0.7441911593697309,0.7729944328158614,0.6911731058789883,0.7599794798889236,SCN10A
mutant_site,8,rbf_svm,10.0,0.01,6,0.7253808627550468,0.7439251555322984,0.794148642362928,0.6866511777721543,0.7828396898073166,SCN10A
wt_mut_site,32,rbf_svm,1.0,scale,6,0.7417511303445282,0.7418643525786384,0.7921009215652073,0.7266561781465347,0.7612160712776207,SCN10A
wt_site,128,linear_svm,0.01,none,6,0.7525805698001685,0.74159435141578,0.8019248938891795,0.7202710732122496,0.7702517747246044,SCN10A
mutant_site,128,rbf_svm,10.0,scale,6,0.7300995959954903,0.741040540147683,0.7890495086923658,0.6956043956043957,0.7819654997724431,SCN10A
wt_mut_site,16,rbf_svm,1.0,0.01,6,0.7202215221250556,0.7406637013779872,0.7895088377231234,0.6633527504724259,0.7701537384169267,SCN10A
wt_site,8,logistic_regression,10.0,none,6,0.7540297281295646,0.7401767544624688,0.7387057387057387,0.7279356424093266,0.7343996275267003,SCN10A
wt_site,8,logistic_regression,1.0,none,6,0.7540297281295646,0.7401767544624688,0.7375828536542822,0.7279356424093266,0.732998044688609,SCN10A
mutant_site,64,logistic_regression,10.0,none,6,0.733947463852434,0.7399074800860515,0.7538835833478691,0.6991102883444725,0.7463366345533795,SCN10A
wt_site,64,rbf_svm,10.0,scale,6,0.7286728812033473,0.7397101575673003,0.7785834205477062,0.6810862734606952,0.7859944637052081,SCN10A
wt_site,8,logistic_regression,0.1,none,6,0.7529681570042991,0.739464503750218,0.7347854526425955,0.7269333514585821,0.7313334129079104,SCN10A
wt_mut_site,128,rbf_svm,1.0,scale,6,0.7444152097941356,0.7387340833769405,0.7966644136286994,0.7287346104749632,0.7442004097519056,SCN10A
wt_mut_site,8,logistic_regression,0.1,none,6,0.7555035919994114,0.7380934211291353,0.7383895866038723,0.7277509814714896,0.7256121860075336,SCN10A
mutant_site,64,logistic_regression,1.0,none,6,0.7301536522900102,0.7370850049421479,0.757620719227862,0.6998806893572139,0.7540895974601973,SCN10A
wt_mut_site,8,logistic_regression,10.0,none,6,0.7555035919994114,0.7367223385080527,0.7383866794581081,0.7262041035239326,0.726374369270685,SCN10A
mutant_site,128,linear_svm,0.1,none,6,0.7190141551917876,0.7363084336298621,0.7492005349148206,0.6750608460167283,0.7380896146156054,SCN10A
wt_mut_site,8,logistic_regression,1.0,none,6,0.7544420208741461,0.736010087795802,0.7383510669224954,0.7252127209265101,0.7263650175331321,SCN10A
mutant_site,64,rbf_svm,10.0,scale,6,0.7331844596061495,0.7356684981684981,0.7768264143264143,0.6864785967087758,0.7711271151261343,SCN10A
wt_mut_site,128,logistic_regression,0.1,none,6,0.7238978525244427,0.7354533693819407,0.7722690999476715,0.6995123975516132,0.7353065267417022,SCN10A
mutant_site,32,rbf_svm,1.0,scale,6,0.7529077787962587,0.7350267457410314,0.8185861096575383,0.7232744947705739,0.8038223184279282,SCN10A
mutant_site,8,rbf_svm,1.0,scale,6,0.7483436602524316,0.7338722454793883,0.7632173382173382,0.7248099236982336,0.7273118749556526,SCN10A
wt_site,8,linear_svm,10.0,none,6,0.7460777688543745,0.7332770073841502,0.735349075527647,0.7226679193976077,0.7306187804319962,SCN10A
wt_site,8,linear_svm,1.0,none,6,0.7460777688543745,0.7332770073841502,0.7351710128495843,0.7226679193976077,0.7305194914307006,SCN10A
wt_site,8,linear_svm,0.1,none,6,0.7460777688543745,0.7332770073841502,0.734095732310018,0.7226679193976077,0.7298510205803229,SCN10A
wt_site,8,logistic_regression,0.01,none,6,0.7444070995424815,0.733057881272167,0.7417804087446944,0.7273585673585674,0.742347313699478,SCN10A
wt_mut_site,128,linear_svm,1.0,none,6,0.7143441924414461,0.7319422640851213,0.7580858625501482,0.6845370325762482,0.7140126120108289,SCN10A
mutant_site,16,linear_svm,1.0,none,6,0.7433765622505151,0.7316195709052852,0.751521890807605,0.7163903949829438,0.7480600663464078,SCN10A
mutant_site,64,rbf_svm,1.0,scale,6,0.7490263104899313,0.7313768242339672,0.8167600587243444,0.7159287106655526,0.7975797563152424,SCN10A
mutant_site,16,linear_svm,0.01,none,6,0.7417177584877122,0.729456291063434,0.754744461887319,0.7104461604461605,0.7543289927953712,SCN10A
mutant_site,128,logistic_regression,10.0,none,6,0.7092184522608388,0.7283977266120122,0.7602745799174371,0.6752171570293085,0.7577337490375351,SCN10A
mutant_site,32,rbf_svm,1.0,0.01,6,0.7149447003320278,0.7283508488865632,0.7927270480841909,0.645660210350932,0.7978115101355284,SCN10A
wt_mut_site,128,logistic_regression,10.0,none,6,0.7106180618221817,0.7277090964590965,0.7566951566951566,0.674982847389968,0.7254243308783811,SCN10A
wt_site,8,rbf_svm,10.0,0.01,6,0.706123573106055,0.7274162015233444,0.7495813710099425,0.6628030628030628,0.7327430566897782,SCN10A
mutant_site,8,linear_svm,10.0,none,6,0.7488842699793646,0.7271963486249201,0.7067954532240247,0.7215949815845556,0.680148082394917,SCN10A
mutant_site,8,linear_svm,1.0,none,6,0.7488842699793646,0.7271963486249201,0.7066886156171871,0.7215949815845556,0.6799327134169885,SCN10A
wt_site,128,linear_svm,10.0,none,6,0.7005839480070523,0.7267820803535089,0.732921608814466,0.6698659592041944,0.7045163155389638,SCN10A
mutant_site,32,linear_svm,0.01,none,6,0.7464695361128285,0.7267595499738357,0.7838569829641258,0.7232894892693041,0.7712627803543483,SCN10A
wt_mut_site,8,logistic_regression,0.01,none,6,0.7442102941004354,0.7265229809872666,0.7346717105645677,0.7213190021071795,0.724912266288504,SCN10A
mutant_site,64,linear_svm,0.1,none,6,0.7366544426844305,0.7261385109599395,0.7812071195999768,0.6998248697633248,0.7588353033451468,SCN10A
wt_site,8,linear_svm,0.01,none,6,0.7276652690878579,0.724990551776266,0.7302902785045643,0.7058822623528506,0.727384767210235,SCN10A
wt_site,32,rbf_svm,1.0,0.01,6,0.7078980144062567,0.7248157596371883,0.7846328274899704,0.6388854209929015,0.7745009474543108,SCN10A
mutant_site,16,linear_svm,10.0,none,6,0.7406443218133566,0.7246751264608408,0.751521890807605,0.7095150986339632,0.7481438260929965,SCN10A
mutant_site,16,rbf_svm,10.0,0.01,6,0.7068957917592562,0.7246634978777836,0.7767097651026224,0.6522705578112858,0.7579533368409687,SCN10A
mutant_site,8,rbf_svm,1.0,0.01,6,0.7326401498692849,0.7239708703994419,0.807750087214373,0.7107354723144197,0.7726863546359862,SCN10A
mutant_site,8,linear_svm,0.01,none,6,0.7434197891050477,0.7237949880807024,0.7067111459968602,0.717209016672275,0.6831886883757375,SCN10A
mutant_site,32,rbf_svm,0.1,scale,6,0.7504637558424858,0.7233142188499331,0.7740043025757312,0.7187219005367825,0.7588981413455317,SCN10A
wt_mut_site,128,logistic_regression,1.0,none,6,0.7110544195164143,0.7219166085237513,0.7570094918309204,0.684287390169743,0.7220745871153834,SCN10A
wt_site,128,logistic_regression,0.01,none,6,0.7431290050055775,0.7206218384789813,0.7713751526251525,0.7177156984602427,0.7611113559234562,SCN10A
mutant_site,32,linear_svm,0.1,none,6,0.7411735460355916,0.7193296121867551,0.77880291005291,0.7140813134965182,0.7760740253450512,SCN10A
mutant_site,8,rbf_svm,0.1,0.01,6,0.747651008824294,0.7193059916274201,0.7679948688877261,0.7018649851202677,0.7390496034896828,SCN10A
mutant_site,32,logistic_regression,10.0,none,6,0.7377404678983225,0.7183462701319844,0.7885440287226002,0.7122946623854065,0.7866893748458387,SCN10A
mutant_site,8,linear_svm,0.1,none,6,0.7398821250836075,0.7174599540670968,0.7077555381126809,0.7136896696641442,0.6827589771807522,SCN10A
wt_site,64,rbf_svm,1.0,scale,6,0.7029082214152629,0.7173661986161987,0.7893969126111983,0.6985642775279343,0.7455996856150646,SCN10A
delta_site,64,rbf_svm,1.0,scale,6,0.6761087746398972,0.7173127798127799,0.7795053491482064,0.6132905571651934,0.7216210159455119,SCN10A
mutant_site,32,linear_svm,10.0,none,6,0.7379888326597954,0.7171928600500029,0.7796783243211814,0.7108479213742371,0.7766379668241118,SCN10A
mutant_site,32,linear_svm,1.0,none,6,0.7379888326597954,0.7171928600500029,0.7793236525379382,0.7108479213742371,0.7762820938280416,SCN10A
mutant_site,32,logistic_regression,1.0,none,6,0.7356173256477918,0.716921768707483,0.7874923687423688,0.7101421805738778,0.7821029448784356,SCN10A
mutant_site,16,linear_svm,0.1,none,6,0.7267554329244678,0.7163417931275075,0.7512013779870923,0.697532527827863,0.7499591125243813,SCN10A
mutant_site,16,logistic_regression,0.01,none,6,0.7346788553414517,0.7149434560148847,0.7458976539333682,0.7233279144076126,0.7453398984948517,SCN10A
mutant_site,8,rbf_svm,0.1,scale,6,0.7059124051398258,0.7148813157741728,0.7201705040990755,0.6954168055313094,0.7199825320925796,SCN10A
mutant_site,128,linear_svm,1.0,none,6,0.6924174466330131,0.7145491743706031,0.7429116518402233,0.6444486024242292,0.7361363064018223,SCN10A
delta_site,128,rbf_svm,1.0,scale,6,0.6736326817437224,0.714383830455259,0.7954572213500786,0.604916573425356,0.7316286296427689,SCN10A
delta_site,128,rbf_svm,10.0,scale,6,0.6978744785792901,0.7143503982789697,0.7752660038374324,0.6178609625668449,0.738403044433427,SCN10A
wt_site,32,rbf_svm,10.0,0.01,6,0.7027974661898195,0.7138209343566486,0.7677219605791034,0.6351148173190094,0.7535984089713171,SCN10A
delta_site,128,linear_svm,1.0,none,6,0.7176636499720178,0.7135305831734403,0.7635207715564859,0.616114920619811,0.6988196741392215,SCN10A
delta_site,128,logistic_regression,10.0,none,6,0.7144944048704991,0.7130167451596022,0.7552099686028257,0.6181164545025931,0.6846310323179717,SCN10A
mutant_site,32,rbf_svm,10.0,0.01,6,0.6875032018907782,0.7120315861387291,0.788964838071981,0.623629736057897,0.7722549817668386,SCN10A
wt_site,32,rbf_svm,1.0,scale,6,0.7029958781591663,0.7114010989010989,0.7832592011163441,0.6883345325239155,0.7530463877337565,SCN10A
mutant_site,16,logistic_regression,0.1,none,6,0.7244157672622985,0.7099758706901564,0.7520778824350253,0.704861489967873,0.743669613248672,SCN10A
wt_mut_site,16,linear_svm,1.0,none,6,0.727016087991918,0.7096658962730391,0.7625312518169661,0.7040268487636908,0.7410309021171022,SCN10A
wt_mut_site,16,linear_svm,10.0,none,6,0.727016087991918,0.7096658962730391,0.7624956392813536,0.7040268487636908,0.7410133705602999,SCN10A
wt_site,16,rbf_svm,1.0,scale,6,0.712405182567336,0.7095717774289203,0.7772508576080005,0.705729066255382,0.7583306149765489,SCN10A
wt_mut_site,16,logistic_regression,0.1,none,6,0.7300482588893037,0.7092639833711263,0.7574164922379207,0.7036638423031234,0.7487386347346509,SCN10A
wt_site,128,linear_svm,1.0,none,6,0.7223697037675083,0.7092080208151637,0.7440981307052735,0.6966756229914125,0.7101379593838323,SCN10A
wt_mut_site,8,linear_svm,10.0,none,6,0.7264146753000572,0.7085477353334496,0.7228061951276237,0.7045846913619794,0.706339432225886,SCN10A
wt_mut_site,16,linear_svm,0.01,none,6,0.7267718060000247,0.7083965637537065,0.7630992354206639,0.7029884135147294,0.7431147210607646,SCN10A
wt_mut_site,32,rbf_svm,0.1,scale,6,0.7053431596751109,0.7082257689400547,0.7486925111925111,0.6862341228137803,0.7464061002315265,SCN10A
mutant_site,32,logistic_regression,0.1,none,6,0.724503904050594,0.7081559974417116,0.7862997121925693,0.708570012917839,0.7819327380651223,SCN10A
wt_mut_site,8,linear_svm,1.0,none,6,0.7253531041747917,0.7078354846211989,0.7220735943950229,0.7036570475771927,0.7053240260634209,SCN10A
wt_mut_site,32,rbf_svm,1.0,0.01,6,0.7036715308060445,0.7076163585092156,0.7716422466422467,0.6207682154032872,0.7805742691591613,SCN10A
wt_mut_site,16,logistic_regression,1.0,none,6,0.7255654751758595,0.7066693557764987,0.7578532908890052,0.6980216290561119,0.7562975441172258,SCN10A
wt_site,8,rbf_svm,10.0,scale,6,0.7160508618930721,0.7064138903424618,0.764394732251875,0.6839875124137761,0.7323525562484895,SCN10A
wt_mut_site,8,linear_svm,0.01,none,6,0.723229961924261,0.7064109831966975,0.7245679254607826,0.701856867559191,0.7088540107764002,SCN10A
wt_mut_site,128,logistic_regression,0.01,none,6,0.7256771904900865,0.7055424733996163,0.7930297546368975,0.7167954251892547,0.7693958640245548,SCN10A
wt_mut_site,16,rbf_svm,10.0,0.01,6,0.6919859856042225,0.7050286353857782,0.7650353944996802,0.621196806662255,0.7668429022309463,SCN10A
wt_mut_site,16,logistic_regression,10.0,none,6,0.724503904050594,0.7045860224431654,0.7579245159602302,0.6952148928893115,0.7563252729576805,SCN10A
mutant_site,16,rbf_svm,0.1,scale,6,0.7143364856822544,0.7039090208733065,0.7651422321065179,0.6954887218045113,0.7613663947210476,SCN10A
wt_mut_site,16,linear_svm,0.1,none,6,0.7194403304161604,0.7037135153206582,0.7614759579045294,0.6974130921499343,0.7385104860833733,SCN10A
mutant_site,64,rbf_svm,1.0,0.01,6,0.7102208338594153,0.7034275248560963,0.7861750683179255,0.6077281023892277,0.7870811993526946,SCN10A
mutant_site,8,logistic_regression,0.01,none,6,0.7313092020726996,0.7033748328391186,0.7264532094889238,0.7138487243750401,0.710343853071559,SCN10A
wt_mut_site,8,rbf_svm,1.0,0.1,6,0.7074767278731665,0.7026127972556543,0.7616122303622302,0.6031888531888532,0.7827729990281654,SCN10A
mutant_site,8,logistic_regression,0.1,none,6,0.7272907568469832,0.7018703849060991,0.718996743996744,0.7073746199446508,0.7062272540707895,SCN10A
delta_site,128,linear_svm,0.1,none,6,0.7054737450399878,0.7017871678585964,0.7516868713297283,0.6185015167854669,0.6949319967312219,SCN10A
wt_site,128,linear_svm,0.1,none,6,0.7188156666705113,0.7008343508343509,0.7774594453165881,0.6785263905361946,0.7424257885461033,SCN10A
mutant_site,128,linear_svm,10.0,none,6,0.6835790627946293,0.7005610791325078,0.7379258968544683,0.6356778633593726,0.7330407087385554,SCN10A
wt_mut_site,8,linear_svm,0.1,none,6,0.7180216285909277,0.7004586022443166,0.721198543519972,0.6987748381613721,0.7077081759451292,SCN10A
wt_mut_site,32,rbf_svm,10.0,0.01,6,0.6813899226801694,0.7003245101459387,0.7919846357346357,0.602414514168383,0.7831562945916067,SCN10A
wt_site,128,logistic_regression,1.0,none,6,0.7207985567486088,0.7001751555322984,0.7581421884993315,0.6943828312249365,0.734891927108661,SCN10A
mutant_site,64,logistic_regression,0.01,none,6,0.7229017231983953,0.7000912116983545,0.7845372550729693,0.7037614537614538,0.7768857975804117,SCN10A
wt_mut_site,8,rbf_svm,10.0,0.01,6,0.6801071680445503,0.6999502151287865,0.7660427205070063,0.6385782163275769,0.7431707413976628,SCN10A
mutant_site,8,rbf_svm,1.0,0.1,6,0.6665079511257098,0.6993716931216931,0.782117056224199,0.596066046794634,0.8001014809073196,SCN10A
delta_site,32,rbf_svm,1.0,scale,6,0.6592464099824329,0.6981430606430606,0.7697900313971743,0.6067406677725488,0.7142086094625449,SCN10A
mutant_site,8,logistic_regression,10.0,none,6,0.729413899097514,0.6980511221582649,0.7220895836967265,0.704755753939057,0.7095517295032172,SCN10A
mutant_site,8,logistic_regression,1.0,none,6,0.729413899097514,0.6980511221582649,0.7213925954997383,0.704755753939057,0.7082895563569861,SCN10A
delta_site,128,logistic_regression,1.0,none,6,0.6983767581171328,0.6975554538054539,0.7591516948659806,0.6057720501993901,0.694007422861269,SCN10A
wt_site,128,logistic_regression,0.1,none,6,0.7202811980754641,0.6969075236932379,0.7555235769521484,0.6969826637098264,0.7506497797603046,SCN10A
delta_site,128,linear_svm,10.0,none,6,0.6900538829469282,0.6968639165067736,0.7682903075760219,0.5962373949951589,0.7038765554559961,SCN10A
wt_site,32,rbf_svm,0.1,scale,6,0.6996823534031398,0.6963529856387,0.7462214372928658,0.6769352481117187,0.7355868192482875,SCN10A
wt_site,64,linear_svm,0.01,none,6,0.7191564242949218,0.696075716611431,0.7303793098435957,0.6895294675480433,0.7285816905755574,SCN10A
delta_site,16,rbf_svm,0.1,scale,6,0.6747620390710501,0.6958703994418279,0.758404921797779,0.6489609504524742,0.7040202712789231,SCN10A
mutant_site,8,rbf_svm,10.0,0.1,6,0.6526312552580543,0.6958674922960637,0.784255625327054,0.5899332749065777,0.7907545633934724,SCN10A
mutant_site,64,logistic_regression,0.1,none,6,0.7184874279446456,0.6958227949299377,0.7699172190243618,0.6957264957264958,0.7640626751819276,SCN10A
wt_mut_site,128,linear_svm,10.0,none,6,0.6716220543497946,0.6945792633292633,0.7420714867143438,0.6463804713804714,0.7121761833177497,SCN10A
wt_site,8,rbf_svm,1.0,0.1,6,0.6853312195091538,0.6944927757427758,0.7457751904180476,0.6052497705746888,0.7478941662576793,SCN10A
wt_mut_site,16,rbf_svm,0.1,scale,6,0.6913088024503625,0.693905168905169,0.7489516105587534,0.6757497111155648,0.7433760625153235,SCN10A
mutant_site,16,logistic_regression,1.0,none,6,0.7087907672622985,0.6933448165591023,0.7502245770102913,0.6846153846153845,0.7416561876919244,SCN10A
mutant_site,16,logistic_regression,10.0,none,6,0.7087907672622985,0.6933448165591023,0.7482720652363509,0.6846153846153845,0.7473408355830672,SCN10A
wt_mut_site,32,linear_svm,0.1,none,6,0.7043049305090503,0.6922502761788477,0.7453601953601954,0.6815481309482858,0.7467500200037899,SCN10A
wt_site,128,logistic_regression,10.0,none,6,0.7113078478690648,0.6915656433513576,0.7304610733182161,0.6878161012637111,0.701756359509317,SCN10A
wt_mut_site,16,logistic_regression,0.01,none,6,0.7073853918521461,0.6914787923716496,0.7555461073318216,0.6953060289637006,0.754401889499753,SCN10A
wt_mut_site,32,logistic_regression,0.01,none,6,0.701501482423864,0.6910438106866678,0.7718006860864004,0.6841156495952561,0.7728561874446384,SCN10A
wt_mut_site,8,rbf_svm,0.1,0.01,6,0.6988167041830663,0.6909449677306819,0.7671568841211699,0.5839939004856546,0.736386760252642,SCN10A
wt_site,64,linear_svm,0.1,none,6,0.6997231805673233,0.690814146171289,0.7392101284958428,0.6595192945256884,0.7581574833067531,SCN10A
wt_mut_site,8,rbf_svm,0.1,scale,6,0.6846864273905117,0.6901971044828188,0.7308844264201406,0.673324897210346,0.7207271524263739,SCN10A
wt_site,64,rbf_svm,10.0,0.1,6,0.7075881157152503,0.6900510204081632,0.7781729679051108,0.5612893949850472,0.7597334491818786,SCN10A
mutant_site,32,logistic_regression,0.01,none,6,0.7057033370355548,0.6899311006453863,0.7910470812256527,0.697415720581505,0.7824898683345825,SCN10A
wt_site,16,rbf_svm,0.1,scale,6,0.6793986235852479,0.6894837635909065,0.7379778620850049,0.6666715885320537,0.7365310727537483,SCN10A
wt_mut_site,8,rbf_svm,10.0,0.1,6,0.6566893246131159,0.6894005465434038,0.7798542066399209,0.5895889933820969,0.7625015856725321,SCN10A
mutant_site,128,rbf_svm,1.0,0.01,6,0.6816005053431035,0.6877529216814932,0.794303084481656,0.5640812945016235,0.7869952192754166,SCN10A
wt_mut_site,128,linear_svm,0.1,none,6,0.6708406957151639,0.6874429472643758,0.706285249142392,0.6360510051949609,0.6797877040890169,SCN10A
wt_mut_site,64,linear_svm,1.0,none,6,0.7127193166001703,0.6862382987382988,0.705842636199779,0.674246570798295,0.723918488701174,SCN10A
wt_mut_site,32,linear_svm,1.0,none,6,0.6999020207599987,0.6856884847956276,0.7443041746613175,0.6748303951712716,0.7429393487912291,SCN10A
wt_mut_site,32,linear_svm,10.0,none,6,0.6999020207599987,0.6856884847956276,0.7442329495900925,0.6748303951712716,0.7428407839803697,SCN10A
wt_site,128,rbf_svm,10.0,0.1,6,0.7022117716292288,0.6854213907785337,0.7631010523867667,0.5529119699409554,0.7410740172729402,SCN10A
wt_site,32,rbf_svm,10.0,0.1,6,0.7013182112566517,0.6847574713646143,0.7536604599104599,0.5605689218882622,0.7499217150094686,SCN10A
mutant_site,64,rbf_svm,10.0,0.01,6,0.6627176662681543,0.6844282371068086,0.7906506192220478,0.5762241428305455,0.7885080459912702,SCN10A
wt_site,8,rbf_svm,10.0,0.1,6,0.6748524851758889,0.6842632565846851,0.7485573289144719,0.5978165018020091,0.71590818317244,SCN10A
wt_mut_site,16,rbf_svm,1.0,0.1,6,0.7007091130700239,0.6840717483574627,0.7750414268271411,0.5663856668157149,0.7836437571771507,SCN10A
mutant_site,128,rbf_svm,10.0,0.01,6,0.6593760001722248,0.6838711552997268,0.8001755189255189,0.555672268907563,0.7897369723177013,SCN10A
wt_site,64,rbf_svm,1.0,0.1,6,0.7022117716292288,0.6836407639979069,0.7725105747427176,0.557594813704259,0.75630473727884,SCN10A
mutant_site,64,linear_svm,0.01,none,6,0.7178020585188127,0.6828867230652945,0.7883067329495902,0.6811166304253863,0.7547400819399263,SCN10A
wt_site,16,rbf_svm,10.0,0.1,6,0.6858471173163084,0.6827362782719927,0.7595474300831443,0.5608755008766172,0.7548569469197425,SCN10A
wt_mut_site,32,rbf_svm,1.0,0.1,6,0.6947122852926766,0.6827010291296006,0.7963046543403687,0.5348925430447169,0.7864118346182978,SCN10A
wt_mut_site,128,rbf_svm,1.0,0.01,6,0.7029888805685447,0.6825941915227629,0.77897915576487,0.5642564424701993,0.7774300303962947,SCN10A
wt_mut_site,128,rbf_svm,10.0,0.01,6,0.7008657383180138,0.6825407727193441,0.7787095179952322,0.5655027275818857,0.7741218304435695,SCN10A
delta_site,32,rbf_svm,10.0,scale,6,0.647529273287769,0.6816624513053084,0.7380240130240131,0.5778486033203014,0.6926140994918564,SCN10A
wt_site,16,linear_svm,1.0,none,6,0.7002466389407486,0.6816206610849468,0.7288690476190477,0.6845906894076691,0.7248185580978493,SCN10A
wt_site,16,linear_svm,10.0,none,6,0.7002466389407486,0.6816206610849468,0.7285856009070294,0.6845906894076691,0.72459301203897,SCN10A
wt_site,16,linear_svm,0.1,none,6,0.7002466389407486,0.6816206610849468,0.7273435228792371,0.6845906894076691,0.7229823972534885,SCN10A
wt_site,64,rbf_svm,1.0,0.01,6,0.6858585028210067,0.6815734199662771,0.7496504157218443,0.5639653658019476,0.7517563709468189,SCN10A
wt_site,64,logistic_regression,0.01,none,6,0.6958045851067438,0.6814029885458458,0.7597887231815803,0.690246099395364,0.7585579051419851,SCN10A
delta_site,64,linear_svm,1.0,none,6,0.7116638451751854,0.68091785859643,0.7403046688760974,0.6348750664540138,0.7197537124474215,SCN10A
wt_site,16,logistic_regression,10.0,none,6,0.7030506430906457,0.6808004825861969,0.750670460491889,0.6780474930772716,0.7601889147281123,SCN10A
delta_site,64,rbf_svm,10.0,scale,6,0.6740011979483879,0.6804341822198965,0.7666728443514158,0.5875323664317972,0.7250951440665343,SCN10A
wt_mut_site,64,rbf_svm,1.0,0.01,6,0.6991950690061208,0.6801812605384034,0.7662295046223617,0.5587900494197345,0.7615419400622722,SCN10A
wt_mut_site,32,linear_svm,0.01,none,6,0.6869499190982197,0.6799406942264085,0.7415267602767602,0.6707693751037405,0.74490564645897,SCN10A
wt_site,128,rbf_svm,1.0,0.1,6,0.6968354275432073,0.6790111343682771,0.7535568928426071,0.5493846330802853,0.7343152262231696,SCN10A
wt_mut_site,64,logistic_regression,0.01,none,6,0.6987361976020329,0.6789849700563986,0.744837272515844,0.6893405451820903,0.7659025200334623,SCN10A
wt_site,8,rbf_svm,0.1,scale,6,0.6781800237195302,0.6788545118902262,0.7315301761730333,0.6685629924484413,0.724610199298367,SCN10A
wt_site,16,logistic_regression,1.0,none,6,0.6992568315282218,0.6783875516018373,0.7520644368858654,0.6750034126711113,0.7624781457897726,SCN10A
wt_mut_site,64,linear_svm,10.0,none,6,0.7019355945948281,0.6772868335368335,0.703867230652945,0.6661274529446638,0.7164721793678231,SCN10A
delta_site,8,rbf_svm,0.1,scale,6,0.6396976956431711,0.6769259840688412,0.7238433193790336,0.6204741645305938,0.6895725215564094,SCN10A
wt_site,128,rbf_svm,1.0,0.01,6,0.6916955826695687,0.6764597505668934,0.7774772515843944,0.5626944999315265,0.7634713256992587,SCN10A
