feature_set,pca_dim,model_name,C,gamma,n_inner_genes,mean_accuracy,mean_balanced_accuracy,mean_roc_auc,mean_gof_f1,mean_average_precision,outer_target_gene
wt_mut_site,32,rbf_svm,1.0,0.1,6,0.5582152231686082,0.6542607855107855,0.7685770248270248,0.5105189228377635,0.817152524471508,SCN1A
wt_mut_site,128,rbf_svm,1.0,0.01,6,0.5668195074849585,0.6522792022792023,0.7820487382987383,0.5246159896878656,0.825422013653515,SCN1A
wt_mut_site,128,rbf_svm,10.0,0.01,6,0.5668195074849585,0.6522792022792023,0.774773606023606,0.5246159896878656,0.8206279773341407,SCN1A
wt_mut_site,8,rbf_svm,10.0,scale,6,0.6551165354490042,0.6518365893365893,0.7038792226292226,0.6710007578428631,0.7383102802504266,SCN1A
wt_site,128,linear_svm,10.0,none,6,0.6564681123957886,0.6515949328449329,0.695876577126577,0.6702397018186491,0.778367157985461,SCN1A
wt_site,8,rbf_svm,10.0,scale,6,0.6532225960550647,0.6511268823768824,0.711235754985755,0.6726631619349347,0.7357098663310858,SCN1A
wt_mut_site,16,rbf_svm,0.1,scale,6,0.6240576675424888,0.6505519943019943,0.6924552299552299,0.6666333179099136,0.7674022993870641,SCN1A
mutant_site,16,rbf_svm,0.1,scale,6,0.6259185625517555,0.6501831501831502,0.7160612535612536,0.658648714021521,0.7842721244615176,SCN1A
wt_site,16,rbf_svm,10.0,0.1,6,0.5695919281161731,0.6486823361823362,0.7275157712657713,0.53997113997114,0.7812749015979367,SCN1A
wt_site,16,linear_svm,0.1,none,6,0.6357318043803558,0.6486365486365487,0.6796169108669109,0.6384840406890367,0.7770241317852271,SCN1A
wt_site,16,linear_svm,1.0,none,6,0.6357318043803558,0.6486365486365487,0.6725554538054538,0.6384840406890367,0.7706565821094234,SCN1A
wt_mut_site,128,logistic_regression,10.0,none,6,0.6599456204224284,0.6482600732600733,0.6863731176231176,0.6953071605079719,0.7559496226398023,SCN1A
wt_site,16,logistic_regression,0.01,none,6,0.6574970282753568,0.6480438542938542,0.6619632682132682,0.6738006738635751,0.7609024476760888,SCN1A
delta_site,64,linear_svm,0.1,none,6,0.6677803499864061,0.6478581603581604,0.7590608465608466,0.6867333383462416,0.7865683695931814,SCN1A
delta_site,16,logistic_regression,0.01,none,6,0.600105450176721,0.6469296906796907,0.6504782254782254,0.5868686868686869,0.730502937697111,SCN1A
delta_site,16,logistic_regression,0.1,none,6,0.5979823079261902,0.6468762718762718,0.6493182743182743,0.587406321277289,0.7271543858193521,SCN1A
delta_site,16,logistic_regression,1.0,none,6,0.5937360234251287,0.6467694342694342,0.6493182743182743,0.5883838383838383,0.7270450035705469,SCN1A
wt_mut_site,16,rbf_svm,10.0,0.1,6,0.5625047345242024,0.645210113960114,0.750699531949532,0.520048309178744,0.8105889784565393,SCN1A
wt_mut_site,16,rbf_svm,1.0,0.1,6,0.5625047345242024,0.645210113960114,0.7489494301994303,0.520048309178744,0.8085077292267681,SCN1A
delta_site,8,rbf_svm,1.0,0.01,6,0.5960859688419017,0.644787851037851,0.7011904761904763,0.5851727178738674,0.7498788223161004,SCN1A
delta_site,16,linear_svm,0.1,none,6,0.5923616818482752,0.6437678062678063,0.6919363044363044,0.5814188248398774,0.7414252240103959,SCN1A
delta_site,16,linear_svm,1.0,none,6,0.5934232529735407,0.6431089743589743,0.6915445665445666,0.5804509580183521,0.7414507080691605,SCN1A
delta_site,16,linear_svm,10.0,none,6,0.5934232529735407,0.6431089743589743,0.690883190883191,0.5804509580183521,0.7410081699427987,SCN1A
mutant_site,32,linear_svm,0.1,none,6,0.6797324617657985,0.6425188237688237,0.7088319088319088,0.695627915137897,0.7892182251188419,SCN1A
delta_site,16,rbf_svm,1.0,scale,6,0.6336596717638684,0.6419744607244607,0.7547084859584859,0.6212680442811367,0.7540453062294484,SCN1A
wt_site,8,rbf_svm,10.0,0.1,6,0.5778247468521251,0.6416717541717541,0.677765059015059,0.5606167794722011,0.7436537049451356,SCN1A
wt_mut_site,32,rbf_svm,0.1,scale,6,0.6026770750965583,0.6412876475376476,0.7222705535205535,0.6364147945329198,0.7801955032068388,SCN1A
wt_site,64,rbf_svm,10.0,0.1,6,0.5580141680312473,0.6411019536019537,0.741231684981685,0.5135671987355016,0.7860455501322866,SCN1A
wt_site,8,logistic_regression,1.0,none,6,0.6456419418138649,0.6409162596662596,0.6661477411477411,0.6561580030950177,0.7378282068849762,SCN1A
delta_site,16,linear_svm,0.01,none,6,0.5924379530874805,0.6405143467643467,0.6896825396825398,0.5881433381433382,0.7405035361241991,SCN1A
wt_site,8,logistic_regression,10.0,none,6,0.6445803706885996,0.640204008954009,0.6660765160765161,0.6554916029883938,0.7376690007361866,SCN1A
wt_site,8,rbf_svm,1.0,0.01,6,0.6290948445830816,0.6400920838420838,0.6891559829059829,0.6644367056131762,0.7267983592279793,SCN1A
wt_site,16,rbf_svm,0.1,scale,6,0.6112735766333979,0.6399699837199837,0.6945690883190884,0.651988673265269,0.7686759598158749,SCN1A
delta_site,8,rbf_svm,10.0,scale,6,0.5971553227466778,0.639196682946683,0.7227004477004476,0.5659568719913547,0.7161159735853476,SCN1A
mutant_site,32,linear_svm,10.0,none,6,0.6723014638889407,0.6389041514041515,0.7024572649572649,0.6929952050583784,0.787393645934025,SCN1A
wt_site,8,logistic_regression,0.1,none,6,0.6467035129391303,0.6388863451363451,0.67000407000407,0.6539628697523434,0.7408479506905619,SCN1A
wt_site,32,rbf_svm,10.0,0.1,6,0.558113690324241,0.6387108262108262,0.7342185592185593,0.5123300885731825,0.7837132929345163,SCN1A
delta_site,32,logistic_regression,0.01,none,6,0.6686641170280989,0.6383954008954008,0.6849867724867725,0.669524283143209,0.7418533339955019,SCN1A
mutant_site,32,linear_svm,1.0,none,6,0.6712398927636753,0.6381919006919007,0.7029125966625966,0.6924624577470876,0.7868104502806365,SCN1A
delta_site,64,linear_svm,0.01,none,6,0.654446502989625,0.6375737688237688,0.7439051689051689,0.6590910110217857,0.7943747449827061,SCN1A
wt_site,128,rbf_svm,1.0,0.1,6,0.549789132074806,0.6361161986161986,0.7166323260073261,0.4831780538302277,0.7604221293686075,SCN1A
wt_site,8,rbf_svm,0.1,scale,6,0.6064090475849516,0.6359508547008547,0.6697751322751323,0.6418881218881219,0.7438855801182132,SCN1A
mutant_site,32,rbf_svm,0.1,scale,6,0.5949333067681125,0.6353352665852666,0.7253459503459503,0.6366835242368064,0.7887940391194118,SCN1A
wt_site,128,rbf_svm,10.0,0.01,6,0.5577776688188646,0.6351495726495727,0.7334554334554335,0.5324599587030526,0.7878987692558729,SCN1A
wt_site,64,rbf_svm,1.0,0.1,6,0.5526378239452258,0.6346916971916973,0.7401251526251525,0.5098726174547136,0.7867872254903435,SCN1A
mutant_site,16,rbf_svm,1.0,0.1,6,0.540920589965818,0.6344932844932845,0.7646392958892959,0.5191920497064646,0.8054764723738989,SCN1A
wt_mut_site,64,logistic_regression,0.01,none,6,0.67027583338003,0.6331043956043956,0.7213268213268212,0.7033169783180137,0.8018130090705657,SCN1A
mutant_site,16,rbf_svm,10.0,0.1,6,0.5387974477152873,0.633068783068783,0.7693350630850632,0.5184634522565558,0.8055351978921853,SCN1A
wt_site,32,rbf_svm,1.0,0.1,6,0.5527373462382195,0.6323005698005698,0.7335597273097273,0.5086355072923944,0.7899106212420426,SCN1A
wt_mut_site,64,logistic_regression,0.1,none,6,0.6597596444203697,0.6303495115995116,0.7296194546194545,0.6913815995614135,0.8063193631913683,SCN1A
delta_site,128,linear_svm,0.1,none,6,0.6561495697160634,0.6301154863654864,0.7418014855514855,0.6824768496274848,0.7931116789689163,SCN1A
delta_site,64,logistic_regression,0.01,none,6,0.6593653169251587,0.6300086487586487,0.7432336182336182,0.6705352319991357,0.7840838523506606,SCN1A
wt_site,128,rbf_svm,10.0,0.1,6,0.5444127879887845,0.6297059422059422,0.7198756105006106,0.47920979986197376,0.7594412602070966,SCN1A
delta_site,128,linear_svm,1.0,none,6,0.6447961158222869,0.6293879731379731,0.6990918803418804,0.6723093672093631,0.7753850726269667,SCN1A
delta_site,128,rbf_svm,1.0,0.01,6,0.515293713018826,0.6290420227920228,0.7302299552299553,0.4480136822242085,0.7907808689273018,SCN1A
mutant_site,32,linear_svm,0.01,none,6,0.6699650734798156,0.6283348595848596,0.7003408628408628,0.7004782001768742,0.7741734007833593,SCN1A
wt_site,128,logistic_regression,10.0,none,6,0.6446693213727578,0.6274623524623525,0.6873626373626373,0.6693084061505115,0.7651710210866892,SCN1A
delta_site,32,logistic_regression,0.1,none,6,0.6366910643833029,0.6273911273911273,0.6873524623524623,0.6296490948664862,0.7446652358033977,SCN1A
wt_site,32,rbf_svm,0.1,scale,6,0.588831413062202,0.6272995522995523,0.7172847985347985,0.6226495128519398,0.7818304005966157,SCN1A
delta_site,32,logistic_regression,1.0,none,6,0.6377526355085683,0.6267322954822955,0.6803215303215303,0.6289512956179623,0.7417946569446748,SCN1A
delta_site,128,logistic_regression,1.0,none,6,0.6531206740717219,0.6260989010989011,0.7193274318274319,0.6820431286549707,0.7756965982922251,SCN1A
delta_site,32,rbf_svm,0.1,scale,6,0.5498504214634531,0.625669006919007,0.7625228937728937,0.5302671937492686,0.7677079057535002,SCN1A
wt_site,128,logistic_regression,1.0,none,6,0.6409348519092715,0.6252136752136752,0.6899979649979651,0.655517298994613,0.7446726270231113,SCN1A
delta_site,64,logistic_regression,0.1,none,6,0.6518658305886064,0.6249160561660562,0.745568783068783,0.6683687976502938,0.7893808744146372,SCN1A
wt_mut_site,8,rbf_svm,0.1,scale,6,0.5959923809182849,0.6240460927960928,0.6744149369149369,0.6371262171262172,0.7470291586085774,SCN1A
delta_site,32,logistic_regression,10.0,none,6,0.6377526355085683,0.6239901302401303,0.6795914733414733,0.6262748278015454,0.7422626549273957,SCN1A
wt_mut_site,8,rbf_svm,0.1,0.01,6,0.5425673612537955,0.6238985551485551,0.7278998778998779,0.5644912882314898,0.768453070690367,SCN1A
delta_site,64,logistic_regression,10.0,none,6,0.6454279153773195,0.6235907610907611,0.7433073870573871,0.655253896430367,0.787977473473002,SCN1A
delta_site,128,rbf_svm,10.0,0.01,6,0.5077179554430685,0.6230896418396418,0.7302299552299553,0.43690257111309744,0.7907808689273018,SCN1A
wt_site,64,logistic_regression,0.01,none,6,0.6599354379525687,0.6227614977614978,0.7101953601953602,0.6886192511192512,0.7948372607537116,SCN1A
delta_site,64,logistic_regression,1.0,none,6,0.6443663442520541,0.6215074277574277,0.7419286731786733,0.6533059735522116,0.7863085887947977,SCN1A
mutant_site,32,rbf_svm,1.0,0.1,6,0.5077179554430685,0.620395807895808,0.7854573667073668,0.4462093718800471,0.8321700385575386,SCN1A
mutant_site,32,rbf_svm,10.0,0.1,6,0.5077179554430685,0.620395807895808,0.7850656288156288,0.4462093718800471,0.831740860839524,SCN1A
wt_site,64,linear_svm,10.0,none,6,0.6492071358229926,0.6191849816849816,0.7016432641432641,0.6872092936609066,0.7647888279944995,SCN1A
delta_site,64,rbf_svm,1.0,0.01,6,0.5156807441582457,0.6182488807488807,0.7095746845746845,0.4696710099935906,0.7782241847336846,SCN1A
wt_site,64,linear_svm,0.1,none,6,0.6048700677931981,0.6161909849409849,0.678228021978022,0.645595033323228,0.7718594145347879,SCN1A
wt_mut_site,128,linear_svm,10.0,none,6,0.6389185283075256,0.6135556573056573,0.6622507122507123,0.6800132719505619,0.7484634679395988,SCN1A
wt_site,64,logistic_regression,0.1,none,6,0.6429050625424161,0.6129960317460318,0.7039453601953602,0.6725868451483613,0.7987484486757941,SCN1A
delta_site,64,rbf_svm,10.0,0.01,6,0.5081049865824881,0.6122964997964998,0.716066341066341,0.45855989888247956,0.7818097399717564,SCN1A
wt_site,8,rbf_svm,0.1,0.01,6,0.5954805658807097,0.6114926739926739,0.6584579772079772,0.6725699438465397,0.6914512518162241,SCN1A
delta_site,128,logistic_regression,10.0,none,6,0.6277205030062283,0.6095060032560032,0.704400691900692,0.6522214367609411,0.7616623831207877,SCN1A
delta_site,32,rbf_svm,1.0,0.1,6,0.48654081782484804,0.6071123321123321,0.7004019129019129,0.3973041578304736,0.7603401305934826,SCN1A
delta_site,32,rbf_svm,10.0,0.1,6,0.48654081782484804,0.6071123321123321,0.7004019129019129,0.3973041578304736,0.7603401305934826,SCN1A
delta_site,64,rbf_svm,1.0,0.1,6,0.48654081782484804,0.6071123321123321,0.700390466015466,0.3973041578304736,0.7672985884754646,SCN1A
delta_site,64,rbf_svm,10.0,0.1,6,0.48654081782484804,0.6071123321123321,0.700390466015466,0.3973041578304736,0.7672985884754646,SCN1A
mutant_site,64,rbf_svm,1.0,0.1,6,0.48654081782484804,0.6057412494912495,0.7694240944240945,0.39628560240777305,0.8137601622205222,SCN1A
mutant_site,64,rbf_svm,10.0,0.1,6,0.48654081782484804,0.6057412494912495,0.7628103378103378,0.39628560240777305,0.8098461453981022,SCN1A
delta_site,128,rbf_svm,1.0,0.1,6,0.48116447373882654,0.6024827024827025,0.696144943019943,0.38643459261308233,0.7514993317319886,SCN1A
delta_site,128,rbf_svm,10.0,0.1,6,0.48116447373882654,0.6024827024827025,0.696144943019943,0.38643459261308233,0.7514993317319886,SCN1A
wt_site,64,linear_svm,0.01,none,6,0.5885122218175177,0.6012362637362637,0.6677706552706552,0.6247233658998365,0.7561527348211384,SCN1A
wt_site,64,linear_svm,1.0,none,6,0.6185884489543058,0.6010302197802198,0.6711716524216523,0.6622587652621023,0.7612855900834551,SCN1A
mutant_site,8,rbf_svm,0.1,scale,6,0.597728492029396,0.5989138176638177,0.6769078144078144,0.6418985460471528,0.7435471405061395,SCN1A
mutant_site,8,rbf_svm,0.1,0.01,6,0.6221103188241569,0.5933429995929996,0.7176790801790802,0.7044689269469971,0.7423731764846995,SCN1A
mutant_site,128,rbf_svm,1.0,0.1,6,0.47074780707215985,0.5932234432234432,0.7674654049654049,0.35310125927974895,0.7932264070204841,SCN1A
mutant_site,128,rbf_svm,10.0,0.1,6,0.47074780707215985,0.5932234432234432,0.7674654049654049,0.35310125927974895,0.7932264070204841,SCN1A
wt_mut_site,64,rbf_svm,0.1,scale,6,0.5428194260251996,0.5919388481888482,0.7200625763125763,0.5432064698901868,0.7899285304029426,SCN1A
mutant_site,16,rbf_svm,0.1,0.01,6,0.48196379762282787,0.5903490028490029,0.7973112535612535,0.4586156063250304,0.8154286116621919,SCN1A
delta_site,16,rbf_svm,1.0,0.1,6,0.47091581782484804,0.5878841066341066,0.7186609686609686,0.39109079721296797,0.7755662414286516,SCN1A
delta_site,16,rbf_svm,10.0,0.1,6,0.47091581782484804,0.5878841066341066,0.7186609686609686,0.39109079721296797,0.7755662414286516,SCN1A
wt_mut_site,128,rbf_svm,1.0,0.1,6,0.46430989186087296,0.5878815628815629,0.7287901912901913,0.34089469427815294,0.7546503968498884,SCN1A
wt_mut_site,128,rbf_svm,10.0,0.1,6,0.46430989186087296,0.5878815628815629,0.7287901912901913,0.34089469427815294,0.7546503968498884,SCN1A
wt_site,64,rbf_svm,0.1,scale,6,0.5327082334543296,0.5873092185592186,0.718121693121693,0.5119433470481166,0.7835813429417677,SCN1A
wt_site,64,logistic_regression,10.0,none,6,0.6169698253855589,0.5863629426129426,0.6780626780626781,0.6573399762624274,0.7769835782391392,SCN1A
wt_site,64,logistic_regression,1.0,none,6,0.6193605006817715,0.5854446479446479,0.685948310948311,0.6603591401376668,0.7869053170480002,SCN1A
delta_site,64,rbf_svm,0.1,scale,6,0.4977287579410294,0.585269129019129,0.755725986975987,0.4343231489888025,0.7634704199703876,SCN1A
delta_site,16,rbf_svm,1.0,0.01,6,0.5520306374303959,0.5836182336182336,0.6937856125356126,0.5540229119443859,0.7516955886775887,SCN1A
mutant_site,64,rbf_svm,0.1,scale,6,0.5273318893683081,0.5826795889295889,0.7313542938542938,0.5019433470481166,0.7967420203442507,SCN1A
delta_site,32,rbf_svm,1.0,0.01,6,0.514599197232236,0.5816748066748066,0.7058913308913309,0.47922497255830593,0.7753603758163773,SCN1A
wt_mut_site,64,rbf_svm,10.0,0.1,6,0.45999511890011685,0.5808124745624745,0.7604522792022793,0.3375899502338601,0.7862003853150211,SCN1A
wt_mut_site,64,rbf_svm,1.0,0.1,6,0.45999511890011685,0.5808124745624745,0.7540420227920227,0.3375899502338601,0.7828361877841569,SCN1A
delta_site,8,rbf_svm,0.1,0.01,6,0.5891219053074406,0.5800289987789987,0.7262362637362637,0.6538976723759332,0.7453245364214158,SCN1A
delta_site,16,rbf_svm,10.0,0.01,6,0.5423317376041076,0.5744708994708995,0.6992419617419617,0.5422770515194891,0.7579063481036451,SCN1A
delta_site,8,rbf_svm,10.0,0.01,6,0.5362710602013561,0.5642704517704518,0.6298967236467237,0.549675925925926,0.6923648299906967,SCN1A
delta_site,32,rbf_svm,10.0,0.01,6,0.4966067729898118,0.5638176638176638,0.6998066748066748,0.4630633563966897,0.763549447347323,SCN1A
mutant_site,128,rbf_svm,0.1,scale,6,0.4697931518804233,0.5631817256817256,0.7408450345950346,0.3665277777777778,0.8021744062000908,SCN1A
delta_site,8,rbf_svm,1.0,0.1,6,0.4682686675155085,0.5501399063899064,0.6578652828652829,0.40623300913281035,0.7467467849372046,SCN1A
delta_site,8,rbf_svm,10.0,0.1,6,0.4682686675155085,0.5501399063899064,0.656598494098494,0.40623300913281035,0.7464904947875214,SCN1A
delta_site,8,linear_svm,0.1,none,6,0.5143708699383397,0.5471942409442409,0.583450345950346,0.49949075704471385,0.6789457555451666,SCN1A
delta_site,8,linear_svm,1.0,none,6,0.5143708699383397,0.5471942409442409,0.583450345950346,0.49949075704471385,0.6789457555451666,SCN1A
delta_site,8,linear_svm,10.0,none,6,0.5143708699383397,0.5471942409442409,0.5834147334147334,0.49949075704471385,0.6789350717844829,SCN1A
delta_site,8,linear_svm,0.01,none,6,0.5143708699383397,0.5471942409442409,0.5800925925925926,0.49949075704471385,0.6760394321971139,SCN1A
delta_site,8,logistic_regression,1.0,none,6,0.5016785185427316,0.5308887871387872,0.5701083638583638,0.48743511222116814,0.6707947323300382,SCN1A
delta_site,8,logistic_regression,0.01,none,6,0.5048632319185278,0.530283374033374,0.5695029507529508,0.48571323312702624,0.6684931444289876,SCN1A
delta_site,8,logistic_regression,10.0,none,6,0.5006169474174662,0.5301765364265364,0.5701083638583638,0.48697670395571446,0.6707947323300382,SCN1A
delta_site,8,logistic_regression,0.1,none,6,0.5016785185427316,0.5295177045177045,0.5701439763939763,0.4859031666502931,0.6707821284626186,SCN1A
wt_mut_site,128,rbf_svm,0.1,scale,6,0.4621741674501332,0.5281796906796906,0.7390618640618641,0.3619692204979723,0.7947352211958895,SCN1A
wt_site,128,rbf_svm,0.1,scale,6,0.4621741674501332,0.5281796906796906,0.7255799755799756,0.3619692204979723,0.7842975438613381,SCN1A
delta_site,128,rbf_svm,0.1,scale,6,0.3876078433814205,0.50625,0.7609355921855921,0.24323745064861815,0.7663566062126231,SCN1A
wt_site,16,rbf_svm,0.1,0.01,6,0.3771047230056887,0.5046347171347171,0.7165979853479855,0.2085398487492728,0.7702021524660823,SCN1A
delta_site,16,rbf_svm,0.1,0.01,6,0.36952896542993113,0.5014245014245015,0.7029736467236467,0.18837606837606838,0.7486487078870888,SCN1A
mutant_site,64,rbf_svm,0.1,0.01,6,0.36740582317940035,0.5,0.7993793243793244,0.18768189509306263,0.8294535187540318,SCN1A
mutant_site,32,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7906453500203501,0.18768189509306263,0.8359584391909737,SCN1A
mutant_site,32,rbf_svm,0.1,0.01,6,0.36740582317940035,0.5,0.7867852055352055,0.18768189509306263,0.8108765729257389,SCN1A
wt_site,64,rbf_svm,0.1,0.01,6,0.36740582317940035,0.5,0.783203601953602,0.18768189509306263,0.8211852851185603,SCN1A
wt_mut_site,32,rbf_svm,0.1,0.01,6,0.36740582317940035,0.5,0.7811202686202686,0.18768189509306263,0.8194494394765542,SCN1A
mutant_site,8,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7810464997964998,0.18768189509306263,0.8072564474039404,SCN1A
wt_mut_site,128,rbf_svm,0.1,0.01,6,0.36740582317940035,0.5,0.7808175620675621,0.18768189509306263,0.8241853843926131,SCN1A
wt_mut_site,64,rbf_svm,0.1,0.01,6,0.36740582317940035,0.5,0.778505291005291,0.18768189509306263,0.8254129807974059,SCN1A
mutant_site,128,rbf_svm,0.1,0.01,6,0.36740582317940035,0.5,0.7765033577533577,0.18768189509306263,0.8214031798945481,SCN1A
wt_site,128,rbf_svm,0.1,0.01,6,0.36740582317940035,0.5,0.771413308913309,0.18768189509306263,0.8157753816074811,SCN1A
wt_mut_site,32,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7712581400081401,0.18768189509306263,0.8185006765683728,SCN1A
mutant_site,16,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7709350834350834,0.18768189509306263,0.8076736690067521,SCN1A
mutant_site,128,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7678749491249491,0.18768189509306263,0.7925846809258594,SCN1A
mutant_site,64,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7595238095238095,0.18768189509306263,0.8056934973770438,SCN1A
wt_mut_site,64,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7518098799348799,0.18768189509306263,0.7784192310205064,SCN1A
wt_mut_site,16,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7481379731379731,0.18768189509306263,0.8092451794030592,SCN1A
wt_site,64,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.740552503052503,0.18768189509306263,0.7854717794586713,SCN1A
wt_site,16,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7388685388685389,0.18768189509306263,0.792234725070526,SCN1A
wt_site,32,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7363578551078551,0.18768189509306263,0.7950051028690934,SCN1A
delta_site,128,rbf_svm,0.1,0.01,6,0.36740582317940035,0.5,0.7336055148555148,0.18768189509306263,0.7934378742084544,SCN1A
wt_site,128,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7207939051689052,0.18768189509306263,0.7648226614828082,SCN1A
wt_mut_site,128,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7196810134310135,0.18768189509306263,0.7448277435087166,SCN1A
delta_site,64,rbf_svm,0.1,0.01,6,0.36740582317940035,0.5,0.7161808099308099,0.18768189509306263,0.7810731233120936,SCN1A
delta_site,16,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7121413308913308,0.18768189509306263,0.7698152471842206,SCN1A
delta_site,64,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7053698616198617,0.18768189509306263,0.7712513252556867,SCN1A
wt_site,8,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7025971713471714,0.18768189509306263,0.7633970040914669,SCN1A
delta_site,32,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.7009246540496541,0.18768189509306263,0.7601309629799489,SCN1A
delta_site,32,rbf_svm,0.1,0.01,6,0.36740582317940035,0.5,0.6997278184778185,0.18768189509306263,0.7663368490603087,SCN1A
wt_mut_site,8,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.6981837606837606,0.18768189509306263,0.7633374920677957,SCN1A
delta_site,128,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.688661223036223,0.18768189509306263,0.7455700945708674,SCN1A
delta_site,8,rbf_svm,0.1,0.1,6,0.36740582317940035,0.5,0.6619505494505494,0.18768189509306263,0.7501371503960167,SCN1A
wt_site,32,rbf_svm,0.1,0.01,6,0.36740582317940035,0.49862891737891735,0.77117673992674,0.18666666666666668,0.787755128381335,SCN1A
wt_mut_site,16,rbf_svm,0.1,0.01,6,0.36634425205413496,0.4979166666666666,0.7805886243386243,0.18632653061224488,0.7976672540707371,SCN1A
mutant_site,64,linear_svm,0.01,none,6,0.7693042744590134,0.7741045991045992,0.7865762544333973,0.7254073673976587,0.7815697051934981,SCN2A
wt_mut_site,128,rbf_svm,10.0,scale,6,0.7405404738047293,0.7717890575033431,0.7758001918716205,0.7051016095243982,0.761087097564098,SCN2A
wt_mut_site,128,logistic_regression,0.1,none,6,0.7479518233529862,0.7676223908366765,0.7809429327286471,0.6982338306321476,0.7618646102347958,SCN2A
mutant_site,8,rbf_svm,10.0,0.01,6,0.7352135259145123,0.7660943223443223,0.783501947787662,0.6872230710466004,0.7717477003127904,SCN2A
mutant_site,16,rbf_svm,10.0,scale,6,0.7369141929506017,0.7632078899936042,0.7953307605093319,0.7008292205771198,0.7617090615336051,SCN2A
mutant_site,64,logistic_regression,0.1,none,6,0.7474952676447689,0.757746089888947,0.7741471161114019,0.7054457887791221,0.7720562451366164,SCN2A
wt_mut_site,64,linear_svm,0.1,none,6,0.7573352335393532,0.7567474853189139,0.7888892522821095,0.7035834784952927,0.7663529421930274,SCN2A
wt_mut_site,64,linear_svm,1.0,none,6,0.7628800684224549,0.7553858509215652,0.788929588929589,0.7099134895483209,0.765976426329284,SCN2A
wt_site,32,rbf_svm,10.0,scale,6,0.740091123546887,0.754800061050061,0.7793370980870981,0.684443471604597,0.7874610931387095,SCN2A
mutant_site,64,logistic_regression,1.0,none,6,0.7494312308584027,0.7533254113611257,0.7685192453049595,0.7053969789818847,0.7689375712188582,SCN2A
mutant_site,16,rbf_svm,1.0,0.01,6,0.7428516786290115,0.7522003459503459,0.795663628699343,0.6812543200185321,0.7672472947701859,SCN2A
mutant_site,64,rbf_svm,10.0,scale,6,0.7399902376726472,0.7511337868480726,0.7731895749752892,0.6781175263933884,0.7808725726943208,SCN2A
wt_mut_site,32,rbf_svm,10.0,scale,6,0.7333116431946541,0.7511214314785742,0.7891138292924008,0.6827747778834735,0.7844134413989398,SCN2A
mutant_site,128,rbf_svm,10.0,scale,6,0.7224275153594641,0.7486180155823012,0.7655772137914996,0.677899790184273,0.7710614252092571,SCN2A
wt_mut_site,128,linear_svm,0.01,none,6,0.7199048294502962,0.7477400575614861,0.7549432379789524,0.663531798314407,0.7558560049265757,SCN2A
mutant_site,64,rbf_svm,1.0,scale,6,0.7490144449408412,0.7475990609919182,0.8050478952264667,0.7191766810187863,0.8045567122776244,SCN2A
mutant_site,128,logistic_regression,1.0,none,6,0.7254478207077596,0.7458794842723414,0.7469522210593639,0.6694528829636509,0.7318072341063823,SCN2A
mutant_site,128,logistic_regression,0.1,none,6,0.7205924380200704,0.742344758416187,0.7561275364846795,0.6683645814080595,0.7495402870352068,SCN2A
mutant_site,64,logistic_regression,10.0,none,6,0.7397323310321142,0.7405227048084191,0.7526625821268679,0.6936712353379021,0.7505959740149812,SCN2A
mutant_site,16,rbf_svm,1.0,scale,6,0.7590670040497333,0.7392163061805919,0.7647915576487004,0.7036049316537122,0.7694766622291539,SCN2A
mutant_site,64,linear_svm,0.1,none,6,0.7364695027914746,0.7388063986278272,0.7711545729402872,0.6988461792383361,0.7673082228261237,SCN2A
mutant_site,128,linear_svm,0.01,none,6,0.7142591086929547,0.7355576632362347,0.731028330135473,0.6591053522990015,0.7335665064728191,SCN2A
wt_mut_site,64,linear_svm,10.0,none,6,0.7438142075056752,0.7353447148090005,0.7808571719286005,0.6838597795119533,0.7584920406400067,SCN2A
mutant_site,128,logistic_regression,0.01,none,6,0.7211289649774241,0.7348926536426537,0.7682485173556602,0.6869388479142932,0.7730722102741879,SCN2A
wt_mut_site,64,rbf_svm,1.0,scale,6,0.7240553613092869,0.734553244374673,0.7714870777370777,0.7064496664354554,0.766845810331378,SCN2A
wt_mut_site,64,logistic_regression,0.1,none,6,0.715503602780475,0.7344540380254666,0.7548934531077388,0.6758080808080807,0.7672230145761451,SCN2A
