outer_target_gene,inner_validation_gene,actual_pca_dim,feature_set,pca_dim,model_name,C,gamma,n_test,n_lof,n_gof,accuracy,balanced_accuracy,macro_f1,gof_f1,gof_precision,gof_recall,roc_auc,average_precision
SCN10A,SCN2A,8,wt_site,8,linear_svm,0.1,none,32,14,18,0.71875,0.7103174603174603,0.7117117117117118,0.7567567567567568,0.7368421052631579,0.7777777777777778,0.7182539682539683,0.7452766319877191
SCN10A,SCN3A,8,wt_site,8,linear_svm,0.1,none,12,2,10,0.6666666666666666,0.6,0.5555555555555556,0.7777777777777778,0.875,0.7,0.5,0.8415476190476191
SCN10A,SCN4A,8,wt_site,8,linear_svm,0.1,none,31,13,18,0.8709677419354839,0.8568376068376069,0.8640350877192983,0.8947368421052632,0.85,0.9444444444444444,0.8846153846153846,0.8795127826345577
SCN10A,SCN5A,8,wt_site,8,linear_svm,0.1,none,157,117,40,0.7133757961783439,0.7172008547008547,0.6749183269682051,0.5631067961165048,0.4603174603174603,0.725,0.8216880341880342,0.6678070364448242
SCN10A,SCN8A,8,wt_site,8,linear_svm,0.1,none,22,8,14,0.8181818181818182,0.8035714285714286,0.8035714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7232142857142857,0.7962288703360132
SCN10A,SCN1A,8,wt_site,8,linear_svm,1.0,none,61,49,12,0.6885245901639344,0.7117346938775511,0.6314785373608903,0.4864864864864865,0.36,0.75,0.7636054421768707,0.4626542525222649
SCN10A,SCN2A,8,wt_site,8,linear_svm,1.0,none,32,14,18,0.71875,0.7103174603174603,0.7117117117117118,0.7567567567567568,0.7368421052631579,0.7777777777777778,0.7261904761904762,0.7578427695538568
SCN10A,SCN3A,8,wt_site,8,linear_svm,1.0,none,12,2,10,0.6666666666666666,0.6,0.5555555555555556,0.7777777777777778,0.875,0.7,0.5,0.8415476190476191
SCN10A,SCN4A,8,wt_site,8,linear_svm,1.0,none,31,13,18,0.8709677419354839,0.8568376068376069,0.8640350877192983,0.8947368421052632,0.85,0.9444444444444444,0.8846153846153846,0.8795127826345577
SCN10A,SCN5A,8,wt_site,8,linear_svm,1.0,none,157,117,40,0.7133757961783439,0.7172008547008547,0.6749183269682051,0.5631067961165048,0.4603174603174603,0.725,0.8223290598290598,0.6691401782994154
SCN10A,SCN8A,8,wt_site,8,linear_svm,1.0,none,22,8,14,0.8181818181818182,0.8035714285714286,0.8035714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7724193465264895
SCN10A,SCN1A,8,wt_site,8,linear_svm,10.0,none,61,49,12,0.6885245901639344,0.7117346938775511,0.6314785373608903,0.4864864864864865,0.36,0.75,0.7636054421768707,0.4626542525222649
SCN10A,SCN2A,8,wt_site,8,linear_svm,10.0,none,32,14,18,0.71875,0.7103174603174603,0.7117117117117118,0.7567567567567568,0.7368421052631579,0.7777777777777778,0.7261904761904762,0.7578427695538568
SCN10A,SCN3A,8,wt_site,8,linear_svm,10.0,none,12,2,10,0.6666666666666666,0.6,0.5555555555555556,0.7777777777777778,0.875,0.7,0.5,0.8415476190476191
SCN10A,SCN4A,8,wt_site,8,linear_svm,10.0,none,31,13,18,0.8709677419354839,0.8568376068376069,0.8640350877192983,0.8947368421052632,0.85,0.9444444444444444,0.8846153846153846,0.8795127826345577
SCN10A,SCN5A,8,wt_site,8,linear_svm,10.0,none,157,117,40,0.7133757961783439,0.7172008547008547,0.6749183269682051,0.5631067961165048,0.4603174603174603,0.725,0.823397435897436,0.6697359123071897
SCN10A,SCN8A,8,wt_site,8,linear_svm,10.0,none,22,8,14,0.8181818181818182,0.8035714285714286,0.8035714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7724193465264895
SCN10A,SCN1A,8,wt_site,8,rbf_svm,0.1,scale,61,49,12,0.6721311475409836,0.7015306122448979,0.6177944862155388,0.47368421052631576,0.34615384615384615,0.75,0.7108843537414966,0.3991395674872242
SCN10A,SCN2A,8,wt_site,8,rbf_svm,0.1,scale,32,14,18,0.625,0.626984126984127,0.6235294117647059,0.6470588235294118,0.6875,0.6111111111111112,0.7103174603174603,0.7322412138546351
SCN10A,SCN3A,8,wt_site,8,rbf_svm,0.1,scale,12,2,10,0.6666666666666666,0.6,0.5555555555555556,0.7777777777777778,0.875,0.7,0.6,0.9201839826839826
SCN10A,SCN4A,8,wt_site,8,rbf_svm,0.1,scale,31,13,18,0.7419354838709677,0.7029914529914529,0.7047619047619047,0.8095238095238095,0.7083333333333334,0.9444444444444444,0.8418803418803419,0.8585767316697711
SCN10A,SCN5A,8,wt_site,8,rbf_svm,0.1,scale,157,117,40,0.6815286624203821,0.7451923076923077,0.6628006872852235,0.5833333333333334,0.4375,0.875,0.8028846153846154,0.6879358514035974
