k,n_query,n_candidate,accuracy,balanced_accuracy,macro_f1,gof_f1,gof_precision,gof_recall,roc_auc,average_precision,method,target_gene,candidate_pool,hidden_dim,proj_dim,seed,final_loss
3,61,287,0.7868852459016393,0.804421768707483,0.7299965951651345,0.6060606060606061,0.47619047619047616,0.8333333333333334,0.8027210884353742,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,64,4,4.709226608276367
5,61,287,0.7868852459016393,0.804421768707483,0.7299965951651345,0.6060606060606061,0.47619047619047616,0.8333333333333334,0.8027210884353742,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,64,4,4.709226608276367
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,64,4,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,64,4,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,64,4,
1,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7840136054421769,0.39510572582561176,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,64,5,4.710416793823242
3,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7925170068027211,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,64,5,4.710416793823242
5,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7908163265306123,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,64,5,4.710416793823242
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,64,5,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,64,5,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,64,5,
1,61,287,0.7213114754098361,0.7636054421768708,0.6702702702702703,0.5405405405405406,0.4,0.8333333333333334,0.7636054421768708,0.366120218579235,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,128,1,4.704984664916992
3,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7891156462585034,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,128,1,4.704984664916992
5,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.7891156462585034,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,128,1,4.704984664916992
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,128,1,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,128,1,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,128,1,
1,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7840136054421769,0.39510572582561176,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,128,2,4.706038475036621
3,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7925170068027211,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,128,2,4.706038475036621
5,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7925170068027211,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,128,2,4.706038475036621
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,128,2,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,128,2,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,128,2,
1,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7840136054421769,0.39510572582561176,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,128,3,4.706254959106445
3,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.7925170068027211,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,128,3,4.706254959106445
5,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.8010204081632653,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,128,3,4.706254959106445
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,128,3,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,128,3,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,128,3,
1,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7840136054421769,0.39510572582561176,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,128,4,4.7043962478637695
3,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.7993197278911566,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,128,4,4.7043962478637695
5,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.7993197278911566,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,128,4,4.7043962478637695
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,128,4,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,128,4,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,128,4,
1,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.79421768707483,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,128,5,4.705239295959473
3,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.79421768707483,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,128,5,4.705239295959473
5,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.7840136054421769,0.3920942445532609,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,128,5,4.705239295959473
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,128,5,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,128,5,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,128,5,
1,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7840136054421769,0.39510572582561176,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,256,1,4.703851699829102
3,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7925170068027211,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,256,1,4.703851699829102
5,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.7925170068027211,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,256,1,4.703851699829102
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,256,1,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,256,1,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,256,1,
1,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7840136054421769,0.39510572582561176,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,256,2,4.70431661605835
3,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7925170068027211,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,256,2,4.70431661605835
5,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7925170068027211,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,256,2,4.70431661605835
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,256,2,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,256,2,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,256,2,
1,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7840136054421769,0.39510572582561176,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,256,3,4.703370094299316
3,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7840136054421769,0.39510572582561176,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,256,3,4.703370094299316
5,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7840136054421769,0.39510572582561176,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,256,3,4.703370094299316
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,256,3,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,256,3,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,256,3,
1,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7840136054421769,0.39510572582561176,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,256,4,4.70313835144043
3,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7840136054421769,0.39510572582561176,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,256,4,4.70313835144043
5,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7840136054421769,0.39510572582561176,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,256,4,4.70313835144043
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,256,4,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,256,4,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,256,4,
1,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.79421768707483,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,256,5,4.70290994644165
3,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.79421768707483,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,256,5,4.70290994644165
5,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.79421768707483,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,256,5,4.70290994644165
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,256,5,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,256,5,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,256,5,
1,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.79421768707483,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,512,1,4.703196048736572
3,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.8027210884353742,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,512,1,4.703196048736572
5,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.8027210884353742,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,512,1,4.703196048736572
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,512,1,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,512,1,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,512,1,
1,61,287,0.7868852459016393,0.804421768707483,0.7299965951651345,0.6060606060606061,0.47619047619047616,0.8333333333333334,0.804421768707483,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,512,2,4.704138278961182
3,61,287,0.7868852459016393,0.804421768707483,0.7299965951651345,0.6060606060606061,0.47619047619047616,0.8333333333333334,0.804421768707483,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,512,2,4.704138278961182
5,61,287,0.7868852459016393,0.804421768707483,0.7299965951651345,0.6060606060606061,0.47619047619047616,0.8333333333333334,0.804421768707483,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,512,2,4.704138278961182
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,512,2,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,512,2,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,512,2,
1,61,287,0.7868852459016393,0.804421768707483,0.7299965951651345,0.6060606060606061,0.47619047619047616,0.8333333333333334,0.804421768707483,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,512,3,4.7036919593811035
3,61,287,0.7868852459016393,0.804421768707483,0.7299965951651345,0.6060606060606061,0.47619047619047616,0.8333333333333334,0.8027210884353742,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,512,3,4.7036919593811035
5,61,287,0.7868852459016393,0.804421768707483,0.7299965951651345,0.6060606060606061,0.47619047619047616,0.8333333333333334,0.8010204081632653,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,512,3,4.7036919593811035
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,512,3,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,512,3,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,512,3,
1,61,287,0.7868852459016393,0.804421768707483,0.7299965951651345,0.6060606060606061,0.47619047619047616,0.8333333333333334,0.804421768707483,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,512,4,4.704204559326172
3,61,287,0.7868852459016393,0.804421768707483,0.7299965951651345,0.6060606060606061,0.47619047619047616,0.8333333333333334,0.804421768707483,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,512,4,4.704204559326172
5,61,287,0.7868852459016393,0.804421768707483,0.7299965951651345,0.6060606060606061,0.47619047619047616,0.8333333333333334,0.804421768707483,0.4296122820712984,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,512,4,4.704204559326172
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,512,4,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,512,4,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,512,4,
1,61,287,0.7213114754098361,0.7636054421768708,0.6702702702702703,0.5405405405405406,0.4,0.8333333333333334,0.7636054421768708,0.366120218579235,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,512,5,4.703251838684082
3,61,287,0.7213114754098361,0.7636054421768708,0.6702702702702703,0.5405405405405406,0.4,0.8333333333333334,0.7806122448979592,0.39510572582561176,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,512,5,4.703251838684082
5,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7891156462585034,0.4115747640337804,contrastive_projection_wt_mut,SCN1A,non-SCN1A,256,512,5,4.703251838684082
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,512,5,
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,512,5,
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,frozen_esm_wt_mut,SCN1A,non-SCN1A,256,512,5,
