target_gene,method,hidden_dim,proj_dim,k,n_seeds,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_roc_auc,std_roc_auc,mean_average_precision,std_average_precision,mean_gof_f1,std_gof_f1,mean_final_loss
SCN2A,frozen_esm_wt_mut,256,512,3,5,0.71875,0.0,0.7261904761904762,0.0,0.7896825396825397,0.0,0.7899288781535159,0.0,0.7272727272727273,0.0,
SCN2A,frozen_esm_wt_mut,512,64,3,5,0.71875,0.0,0.7261904761904762,0.0,0.7896825396825397,0.0,0.7899288781535159,0.0,0.7272727272727273,0.0,
SCN2A,frozen_esm_wt_mut,512,128,3,5,0.71875,0.0,0.7261904761904762,0.0,0.7896825396825397,0.0,0.7899288781535159,0.0,0.7272727272727273,0.0,
SCN2A,frozen_esm_wt_mut,512,256,3,5,0.71875,0.0,0.7261904761904762,0.0,0.7896825396825397,0.0,0.7899288781535159,0.0,0.7272727272727273,0.0,
SCN2A,frozen_esm_wt_mut,512,512,3,5,0.71875,0.0,0.7261904761904762,0.0,0.7896825396825397,0.0,0.7899288781535159,0.0,0.7272727272727273,0.0,
SCN2A,frozen_esm_wt_mut,1024,64,3,5,0.71875,0.0,0.7261904761904762,0.0,0.7896825396825397,0.0,0.7899288781535159,0.0,0.7272727272727273,0.0,
SCN2A,frozen_esm_wt_mut,1024,128,3,5,0.71875,0.0,0.7261904761904762,0.0,0.7896825396825397,0.0,0.7899288781535159,0.0,0.7272727272727273,0.0,
SCN2A,frozen_esm_wt_mut,1024,256,3,5,0.71875,0.0,0.7261904761904762,0.0,0.7896825396825397,0.0,0.7899288781535159,0.0,0.7272727272727273,0.0,
SCN2A,frozen_esm_wt_mut,1024,512,3,5,0.71875,0.0,0.7261904761904762,0.0,0.7896825396825397,0.0,0.7899288781535159,0.0,0.7272727272727273,0.0,
SCN2A,frozen_esm_wt_mut,256,64,1,5,0.65625,0.0,0.6626984126984128,0.0,0.6626984126984128,0.0,0.6668981481481481,0.0,0.6666666666666666,0.0,
SCN2A,frozen_esm_wt_mut,256,128,1,5,0.65625,0.0,0.6626984126984128,0.0,0.6626984126984128,0.0,0.6668981481481481,0.0,0.6666666666666666,0.0,
SCN2A,frozen_esm_wt_mut,256,256,1,5,0.65625,0.0,0.6626984126984128,0.0,0.6626984126984128,0.0,0.6668981481481481,0.0,0.6666666666666666,0.0,
SCN2A,frozen_esm_wt_mut,256,512,1,5,0.65625,0.0,0.6626984126984128,0.0,0.6626984126984128,0.0,0.6668981481481481,0.0,0.6666666666666666,0.0,
SCN2A,frozen_esm_wt_mut,512,64,1,5,0.65625,0.0,0.6626984126984128,0.0,0.6626984126984128,0.0,0.6668981481481481,0.0,0.6666666666666666,0.0,
SCN2A,frozen_esm_wt_mut,512,128,1,5,0.65625,0.0,0.6626984126984128,0.0,0.6626984126984128,0.0,0.6668981481481481,0.0,0.6666666666666666,0.0,
SCN2A,frozen_esm_wt_mut,512,256,1,5,0.65625,0.0,0.6626984126984128,0.0,0.6626984126984128,0.0,0.6668981481481481,0.0,0.6666666666666666,0.0,
SCN2A,frozen_esm_wt_mut,512,512,1,5,0.65625,0.0,0.6626984126984128,0.0,0.6626984126984128,0.0,0.6668981481481481,0.0,0.6666666666666666,0.0,
SCN2A,frozen_esm_wt_mut,1024,64,1,5,0.65625,0.0,0.6626984126984128,0.0,0.6626984126984128,0.0,0.6668981481481481,0.0,0.6666666666666666,0.0,
SCN2A,frozen_esm_wt_mut,1024,128,1,5,0.65625,0.0,0.6626984126984128,0.0,0.6626984126984128,0.0,0.6668981481481481,0.0,0.6666666666666666,0.0,
SCN2A,frozen_esm_wt_mut,1024,256,1,5,0.65625,0.0,0.6626984126984128,0.0,0.6626984126984128,0.0,0.6668981481481481,0.0,0.6666666666666666,0.0,
SCN2A,frozen_esm_wt_mut,1024,512,1,5,0.65625,0.0,0.6626984126984128,0.0,0.6626984126984128,0.0,0.6668981481481481,0.0,0.6666666666666666,0.0,
SCN2A,contrastive_projection_wt_mut,512,64,1,5,0.64375,0.017116329922036436,0.6515873015873016,0.015214515486254685,0.6515873015873016,0.015214515486254685,0.6588690476190476,0.010994298690662496,0.65,0.022821773229381906,4.985027122497558
SCN2A,contrastive_projection_wt_mut,1024,128,5,5,0.6375,0.017116329922036436,0.6460317460317461,0.015214515486254685,0.6611111111111112,0.012735560742762839,0.6582850020350021,0.008921744713363367,0.6416666666666666,0.02282177322938191,4.981734848022461
SCN2A,contrastive_projection_wt_mut,256,64,1,5,0.6375,0.02795084971874736,0.6460317460317461,0.024845199749997673,0.6460317460317461,0.024845199749997673,0.6549603174603175,0.018190235531248277,0.6411764705882353,0.036171687871320156,4.9874587059021
SCN2A,contrastive_projection_wt_mut,1024,128,1,5,0.6375,0.017116329922036436,0.6460317460317461,0.015214515486254685,0.6460317460317461,0.015214515486254685,0.6548544973544973,0.010994298690662496,0.6416666666666666,0.02282177322938191,4.981734848022461
SCN2A,contrastive_projection_wt_mut,256,256,5,5,0.6375,0.017116329922036436,0.6460317460317461,0.015214515486254685,0.6436507936507937,0.008602969598682125,0.6483358770858771,0.004502912428372158,0.6416666666666666,0.022821773229381875,4.984533500671387
SCN2A,contrastive_projection_wt_mut,1024,128,3,5,0.63125,0.013975424859373684,0.6404761904761905,0.012422599874998896,0.6571428571428573,0.010347940325718475,0.6562016687016687,0.007569672901724115,0.6333333333333333,0.018633899812498238,4.981734848022461
SCN2A,contrastive_projection_wt_mut,512,64,5,5,0.63125,0.026145625829189854,0.6404761904761905,0.023240556292613204,0.6519841269841271,0.012517309758402848,0.6563649776149776,0.01052764595674395,0.6327956989247312,0.035831931745855014,4.985027122497558
SCN2A,contrastive_projection_wt_mut,256,64,5,5,0.63125,0.013975424859373692,0.6404761904761905,0.012422599874998875,0.651984126984127,0.029147088775323602,0.6564977614977615,0.023853478578738947,0.6333333333333333,0.018633899812498234,4.9874587059021
SCN2A,contrastive_projection_wt_mut,1024,512,5,5,0.63125,0.013975424859373692,0.6404761904761905,0.012422599874998875,0.6484126984126984,0.014471890895881374,0.6479217541717541,0.008786988247598783,0.6333333333333333,0.018633899812498234,4.980136871337891
SCN2A,contrastive_projection_wt_mut,256,128,5,5,0.63125,0.013975424859373692,0.6404761904761905,0.012422599874998875,0.6476190476190476,0.01357351696546597,0.6502075702075703,0.0053540004735959925,0.6333333333333333,0.018633899812498234,4.985867309570312
