seed,loss_first10_mean,loss_last10_mean,loss_final,lora_total_abs_sum,lora_nonzero_tensors
42,0.19195458889007566,0.18344647884368898,0.1920058131217956,11475.019521713257,132
7,0.17323321700096128,0.1898112833499908,0.6912625432014465,11469.861684799194,132
123,0.3161487579345703,0.14987459778785706,0.110957384109497,11547.601747512817,132
