epoch,loss
1,6.315445899963379
2,6.146729946136475
3,5.4376726150512695
4,5.331182956695557
5,5.271996974945068
6,5.226916790008545
7,5.198403358459473
8,5.155328273773193
9,5.131556034088135
10,5.094393730163574
11,5.080239772796631
12,5.055772304534912
13,5.035578727722168
14,5.013865947723389
15,4.999013900756836
16,4.987084865570068
17,4.968855857849121
18,4.954861164093018
19,4.94929838180542
20,4.933623313903809
21,4.930795192718506
22,4.91619348526001
23,4.89842414855957
24,4.906332015991211
25,4.8917236328125
26,4.892005443572998
27,4.877345085144043
28,4.8716864585876465
29,4.868371486663818
30,4.855987548828125
31,4.855874061584473
32,4.85628604888916
33,4.849087238311768
34,4.839114189147949
35,4.834935665130615
36,4.831206321716309
37,4.828607559204102
38,4.827502250671387
39,4.823272705078125
40,4.825340747833252
41,4.8193159103393555
42,4.814419269561768
43,4.811764240264893
44,4.809263229370117
45,4.802987098693848
46,4.804923057556152
47,4.80375337600708
48,4.798420429229736
49,4.800654888153076
50,4.796288967132568
51,4.789226055145264
52,4.7927985191345215
53,4.790781497955322
54,4.791234016418457
55,4.788871765136719
56,4.777091026306152
57,4.7806220054626465
58,4.783457279205322
59,4.784564018249512
60,4.781315326690674
61,4.775155067443848
62,4.7769060134887695
63,4.774707317352295
64,4.775811672210693
65,4.768086910247803
66,4.770033836364746
67,4.769193172454834
68,4.766912460327148
69,4.771459579467773
70,4.762967586517334
71,4.758574485778809
72,4.760097980499268
73,4.758617877960205
74,4.755349159240723
75,4.7542195320129395
76,4.7559404373168945
77,4.754767417907715
78,4.758937835693359
79,4.75626802444458
80,4.754333972930908
81,4.7543416023254395
82,4.753030300140381
83,4.750155448913574
84,4.752748966217041
85,4.754762649536133
86,4.742509841918945
87,4.747071743011475
88,4.747400283813477
89,4.747445583343506
90,4.74198579788208
91,4.741332530975342
92,4.738924503326416
93,4.737044811248779
94,4.738391399383545
95,4.740531921386719
96,4.739586353302002
97,4.73867654800415
98,4.742912769317627
99,4.73448371887207
100,4.740006923675537
101,4.735676288604736
102,4.7342352867126465
103,4.73428201675415
104,4.732484817504883
105,4.734169006347656
106,4.733992099761963
107,4.733853340148926
108,4.730546474456787
109,4.732171058654785
110,4.733740329742432
111,4.732864856719971
112,4.729246616363525
113,4.731509208679199
114,4.731710910797119
115,4.729272365570068
