step,triplet_loss
1,0.19891685247421265
2,0.16709482669830322
3,0.07635849714279175
4,0.0
5,0.027454376220703125
6,0.6705610156059265
7,0.1426960825920105
8,0.2632223963737488
9,0.0
10,0.3732418417930603
11,0.18177270889282227
12,0.5216437578201294
13,0.09635400772094727
14,0.10936647653579712
15,0.06321489810943604
16,0.42729324102401733
17,0.21664941310882568
18,0.12795454263687134
19,0.31003010272979736
20,0.310883104801178
21,0.438826322555542
22,0.2066277265548706
23,0.29057490825653076
24,0.6384485960006714
25,0.48626184463500977
26,0.2970057725906372
27,0.041795313358306885
28,0.12136197090148926
29,0.16262686252593994
30,0.42547041177749634
31,0.44930416345596313
32,0.18270832300186157
33,0.09804946184158325
34,0.1791667938232422
35,0.2963029742240906
36,0.4669090509414673
37,0.08679759502410889
38,0.19228392839431763
39,0.170049250125885
40,0.32863354682922363
41,0.25799334049224854
42,0.3752894997596741
43,0.5646223425865173
44,0.12436223030090332
45,0.0
46,0.46556252241134644
47,0.1494286060333252
48,0.449394166469574
49,0.0
50,0.10118269920349121
51,0.2793375253677368
52,0.15507572889328003
53,0.16029369831085205
54,0.1473214030265808
55,0.8331552743911743
56,0.02418982982635498
57,0.18680071830749512
58,0.2609183192253113
59,0.18220597505569458
60,0.040436625480651855
61,0.24909448623657227
62,0.2726931571960449
63,0.0
64,0.24658238887786865
65,0.1968930959701538
66,0.009855985641479492
67,0.13246071338653564
68,0.13065558671951294
69,0.7085827589035034
70,0.35174787044525146
71,0.08568406105041504
72,0.09129232168197632
73,0.2747102379798889
74,0.0626678466796875
75,0.0
76,0.22780704498291016
77,0.639437198638916
78,0.0
79,0.2990267276763916
80,0.302845299243927
81,0.09747165441513062
82,0.14825624227523804
83,0.4258526563644409
84,0.09246253967285156
85,0.07458645105361938
86,0.07119417190551758
87,0.014468014240264893
88,0.22756952047348022
89,0.2819567918777466
90,0.09486162662506104
91,0.03205043077468872
92,0.5527799725532532
93,0.25086361169815063
94,0.42437946796417236
95,0.20344901084899902
96,0.2526441812515259
97,0.32833725214004517
98,0.1849263310432434
99,0.15349215269088745
100,0.48325878381729126
101,0.23072171211242676
102,0.25911206007003784
103,0.11018615961074829
104,0.0987890362739563
105,0.489902138710022
106,0.14406704902648926
107,0.24500882625579834
108,0.48681551218032837
109,0.3910980224609375
110,0.3556775450706482
111,0.15352493524551392
112,0.2568519711494446
113,0.16618210077285767
114,0.0
115,0.22408032417297363
116,0.1810111403465271
117,0.5878783464431763
118,0.19152551889419556
119,0.0
120,0.06948095560073853
121,0.1315128207206726
122,0.2838268280029297
123,0.0596235990524292
124,0.6336479187011719
125,0.43423765897750854
126,0.33231139183044434
127,0.0
128,0.23559927940368652
129,0.178239643573761
130,0.033001065254211426
131,0.13869720697402954
132,0.08835911750793457
133,0.29814857244491577
134,0.0
135,0.16731327772140503
136,0.14587080478668213
137,0.11362159252166748
138,0.21262848377227783
139,0.06305265426635742
140,0.21979093551635742
141,0.2213590145111084
142,0.19219106435775757
143,0.33677971363067627
144,0.0
145,0.24261218309402466
146,0.0
147,0.014007210731506348
148,0.15672379732131958
149,0.14962512254714966
150,0.1586664319038391
151,0.0
152,0.6994656920433044
153,0.0
154,0.0
155,0.25087541341781616
156,0.12138968706130981
157,0.23280620574951172
158,0.2332126498222351
159,0.0025941133499145508
160,0.0
161,0.1460360884666443
162,0.5298650860786438
163,0.2412000298500061
164,0.06166505813598633
165,0.2058747410774231
166,0.25751227140426636
167,0.12642908096313477
168,0.11996650695800781
169,0.0
170,0.18285799026489258
171,0.26452070474624634
172,0.11821484565734863
173,0.08168041706085205
174,0.0
175,0.09064704179763794
176,0.17550092935562134
177,0.41127699613571167
178,0.0
179,0.2897641658782959
180,0.1775849461555481
181,0.09621298313140869
182,0.10213226079940796
183,0.5073911547660828
184,0.20651572942733765
185,0.30885857343673706
186,0.1717577576637268
187,0.08925521373748779
188,0.35008519887924194
189,0.4484366178512573
190,0.38194477558135986
191,0.21580976247787476
192,0.49864763021469116
193,0.10106909275054932
194,0.0
195,0.026538610458374023
196,0.0
197,0.22433048486709595
198,0.529416024684906
199,0.04664736986160278
200,0.19200581312179565
