roc_auc,average_precision,accuracy,balanced_accuracy,macro_f1,gof_f1,auc_boot_mean,auc_ci_low,auc_ci_high,permutation_p_auc_greater_than_random,score_name
0.7857142857142857,0.602319568811323,0.6885245901639344,0.6488095238095238,0.6053796390875043,0.42424242424242425,0.7875262182654843,0.6173387972210161,0.9309090909090908,0.000999900009999,ESM_mutant_site_mechanism_model
0.7857142857142856,0.5827711373251103,0.6885245901639344,0.6802721088435374,0.619376026272578,0.45714285714285713,0.7870686594676969,0.6214001035196688,0.9218181818181818,0.000999900009999,ESM_wt_mut_site_mechanism_model
0.7704081632653061,0.5387176943426943,0.6557377049180327,0.6598639455782312,0.5926868044515103,0.43243243243243246,0.7714642173594908,0.6105769230769231,0.9071461038961038,0.0016998300169983002,ESM_wt_site_mechanism_model
0.5340136054421769,0.2551366900166247,0.47540983606557374,0.48469387755102045,0.43123543123543123,0.2727272727272727,0.5359960385923068,0.3386739417989418,0.7285714285714285,0.35806419358064195,biochem_only_model
0.5068027210884354,0.23504044005207372,0.22950819672131148,0.4889455782312925,0.2160240634399781,0.3188405797101449,0.5045483745553055,0.31526620370370373,0.6891032608695652,0.4781521847815218,AlphaMissense_raw_pathogenicity_score
0.4931972789115646,0.23008642032423474,0.8032786885245902,0.5,0.44545454545454544,0.0,0.4954516254446944,0.3108967391304348,0.6847337962962962,0.5263473652634737,AlphaMissense_reversed_score
