epoch,loss
1,6.075324535369873
2,5.887739181518555
3,5.405673980712891
4,5.311535835266113
5,5.264310359954834
6,5.221772193908691
7,5.1794891357421875
8,5.138789176940918
9,5.104598045349121
10,5.077871799468994
11,5.0542402267456055
12,5.033279895782471
13,5.010857105255127
14,4.9901814460754395
15,4.975671768188477
16,4.9593892097473145
17,4.952301502227783
18,4.933055400848389
19,4.923284530639648
20,4.9171037673950195
21,4.905545234680176
22,4.889990329742432
23,4.889286994934082
24,4.883456707000732
25,4.867345809936523
26,4.866261005401611
27,4.858501434326172
28,4.855856418609619
29,4.848435878753662
30,4.8430585861206055
31,4.836725234985352
32,4.835616111755371
33,4.830327033996582
34,4.8278021812438965
35,4.822993755340576
36,4.823608875274658
37,4.8193583488464355
38,4.811286926269531
39,4.818603038787842
40,4.812419891357422
41,4.802309513092041
42,4.803561210632324
43,4.796660423278809
44,4.801247596740723
45,4.792608737945557
46,4.79319429397583
47,4.7869977951049805
48,4.791236877441406
49,4.782598495483398
50,4.784286975860596
51,4.786552906036377
52,4.779949188232422
53,4.781666278839111
54,4.775349140167236
55,4.774924278259277
56,4.774618148803711
57,4.773095607757568
58,4.770843505859375
59,4.771240234375
60,4.768978118896484
61,4.765166282653809
62,4.763213157653809
63,4.762274742126465
64,4.759313106536865
65,4.762779712677002
66,4.763094902038574
67,4.7627434730529785
68,4.76098108291626
69,4.761641502380371
70,4.760168552398682
71,4.751500129699707
72,4.7517619132995605
73,4.747011184692383
74,4.754594326019287
75,4.744873523712158
76,4.749345779418945
77,4.744769096374512
78,4.7376885414123535
79,4.739346981048584
80,4.746026992797852
81,4.74599027633667
82,4.7421698570251465
83,4.738763809204102
84,4.740849018096924
85,4.738901615142822
86,4.74320125579834
87,4.733086109161377
88,4.7382731437683105
89,4.745999813079834
90,4.732332706451416
91,4.738649845123291
92,4.735642910003662
93,4.730323314666748
94,4.734025478363037
95,4.735067367553711
96,4.7347092628479
97,4.7368245124816895
98,4.730188846588135
99,4.730274200439453
100,4.730785369873047
101,4.727674961090088
102,4.727158069610596
103,4.728064060211182
104,4.728458881378174
105,4.728972434997559
106,4.726276874542236
107,4.724402904510498
108,4.730179309844971
109,4.72576904296875
110,4.726160526275635
111,4.726521015167236
112,4.723971366882324
113,4.724405288696289
114,4.725060939788818
115,4.724108695983887
116,4.723658561706543
117,4.724650859832764
118,4.723870754241943
119,4.726499557495117
120,4.724438190460205
121,4.722732067108154
122,4.720457077026367
123,4.724080562591553
124,4.724991321563721
125,4.720521450042725
126,4.723517417907715
127,4.723053455352783
128,4.7221221923828125
129,4.723870277404785
130,4.722760200500488
131,4.721562385559082
132,4.72143030166626
133,4.720433235168457
134,4.722235202789307
135,4.7230753898620605
136,4.7174787521362305
137,4.719177722930908
138,4.721524238586426
139,4.722382545471191
140,4.720386028289795
141,4.722073078155518
142,4.717642784118652
143,4.719650745391846
144,4.722537994384766
145,4.7184882164001465
146,4.72024393081665
147,4.718035697937012
148,4.716774940490723
149,4.716498851776123
150,4.713585376739502
