method,n_target_genes,mean_balanced_accuracy,mean_roc_auc,mean_gof_f1,mean_accuracy
threshold_tuned_trained_classifier,7,0.745800627943485,0.7716964441454237,0.6957066839274894,0.7367094818510466
default_threshold_trained_classifier,7,0.7149304776855797,0.7716964441454237,0.7122646314923123,0.7233929278440322
best_frozen_esm_knn_per_target,7,0.7818619022700654,0.7687177618300067,0.7097618449795684,0.7389977899020481
