outer_target_gene,feature_set,pca_dim,model_name,C,gamma,n_inner_genes,threshold,inner_tuned_accuracy,inner_tuned_balanced_accuracy,inner_tuned_roc_auc,inner_tuned_gof_f1,inner_tuned_macro_f1,inner_default_accuracy,inner_default_balanced_accuracy,inner_default_roc_auc,inner_default_gof_f1
SCN1A,wt_mut_site,16,logistic_regression,10.0,none,6,0.6589259886842591,0.7333333333333333,0.7052823522707847,0.7399851843409881,0.6288659793814433,0.7103867469161551,0.6518518518518519,0.6651091230269531,0.7399851843409881,0.6299212598425197
SCN1A,wt_mut_site,128,logistic_regression,1.0,none,6,0.8833053522916618,0.7074074074074074,0.7042851444526754,0.7242577924668072,0.6550218340611353,0.7005012707283169,0.6444444444444445,0.6677873383098752,0.7242577924668072,0.6417910447761194
SCN1A,wt_mut_site,128,logistic_regression,10.0,none,6,0.9895564420530016,0.7148148148148148,0.7030884950709442,0.7235739928201037,0.6451612903225806,0.7033855987216618,0.6296296296296297,0.653883412160237,0.7235739928201037,0.6296296296296297
SCN1A,wt_mut_site,16,linear_svm,0.1,none,6,0.1850241070256673,0.7037037037037037,0.7026611202917545,0.7463103310729956,0.6551724137931034,0.6977160770264219,0.6703703703703704,0.685081771041085,0.7463103310729956,0.6509803921568628
SCN1A,wt_mut_site,16,linear_svm,0.01,none,6,0.482491852445644,0.725925925925926,0.702034303948943,0.7455125648185082,0.63,0.7061764705882353,0.662962962962963,0.6803521568180524,0.7455125648185082,0.6486486486486487
SCN1A,wt_mut_site,8,logistic_regression,0.1,none,6,0.6199454516721631,0.725925925925926,0.702034303948943,0.73742093566585,0.63,0.7061764705882353,0.6481481481481481,0.6605219670636504,0.73742093566585,0.6245059288537549
SCN1A,wt_mut_site,64,logistic_regression,0.01,none,6,0.6832289841873107,0.7185185185185186,0.6987862556271012,0.7397572511254201,0.6310679611650486,0.7017615254927039,0.6444444444444445,0.6648242065074933,0.7397572511254201,0.6363636363636364
SCN1A,wt_mut_site,128,logistic_regression,0.1,none,6,0.8332141581775891,0.7074074074074074,0.6968773149467207,0.7388455182631488,0.639269406392694,0.6965817436947894,0.6666666666666666,0.687902444583737,0.7388455182631488,0.6590909090909091
SCN1A,wt_mut_site,8,logistic_regression,1.0,none,6,0.5677021565362914,0.7074074074074074,0.6968773149467207,0.7260812581913499,0.639269406392694,0.6965817436947894,0.6518518518518519,0.6665906889281441,0.7260812581913499,0.6328125
SCN1A,wt_mut_site,128,linear_svm,0.1,none,6,0.775886734466793,0.7111111111111111,0.6955382073052596,0.6996410051854807,0.6320754716981132,0.6971352968246664,0.6074074074074074,0.6367314376887572,0.6996410051854807,0.6187050359712231
SCN1A,wt_mut_site,8,logistic_regression,10.0,none,6,0.5713477423011434,0.7074074074074074,0.6953957490455296,0.7240298592512394,0.6359447004608295,0.6956813285585881,0.6481481481481481,0.6634850988660322,0.7240298592512394,0.6303501945525292
SCN1A,wt_mut_site,32,logistic_regression,0.01,none,6,0.4963043739087486,0.6888888888888889,0.6946834577468801,0.7483047467092142,0.6528925619834711,0.6855066836762993,0.6851851851851852,0.6900963017835775,0.7483047467092142,0.6473029045643154
SCN1A,wt_mut_site,8,rbf_svm,1.0,scale,6,0.2688566617151873,0.6851851851851852,0.6871331699811956,0.7314946720610861,0.6413502109704642,0.6804110790825919,0.6555555555555556,0.6741409766938287,0.7314946720610861,0.6436781609195402
SCN1A,wt_mut_site,64,logistic_regression,0.1,none,6,0.6639469009042096,0.6703703703703704,0.6791555074363211,0.7065929682602997,0.6396761133603239,0.66796092357436,0.6259259259259259,0.6522593879993162,0.7065929682602997,0.63003663003663
SCN1A,wt_mut_site,32,linear_svm,0.01,none,6,0.5171976925042834,0.6814814814814815,0.6692119209071743,0.7173628126958801,0.6055045871559633,0.6692119209071743,0.6296296296296297,0.6479571485554733,0.7173628126958801,0.6183206106870229
SCN1A,wt_mut_site,8,rbf_svm,1.0,0.01,6,0.391470292572472,0.6777777777777778,0.6690694626474443,0.686420878682546,0.6098654708520179,0.667708760662602,0.5814814814814815,0.6120291754515927,0.686420878682546,0.597864768683274
SCN1A,wt_mut_site,32,rbf_svm,10.0,0.01,6,0.404505459862159,0.7037037037037037,0.6685851045643627,0.6265314262920965,0.5698924731182796,0.6719518862766539,0.45925925925925926,0.4932474784888028,0.6265314262920965,0.5
SCN1A,wt_mut_site,32,logistic_regression,0.1,none,6,0.44090395349361633,0.6444444444444445,0.6677873383098752,0.707846600945923,0.6417910447761194,0.6444249341527656,0.6222222222222222,0.631375007122913,0.707846600945923,0.592
SCN1A,wt_mut_site,8,rbf_svm,10.0,scale,6,0.454656206851457,0.6703703703703704,0.6673029802267936,0.6937717248846088,0.6147186147186147,0.6633463623754885,0.6259259259259259,0.6463331243945525,0.6937717248846088,0.6188679245283019
SCN1A,wt_mut_site,32,rbf_svm,1.0,0.01,6,0.395262481192021,0.7111111111111111,0.6659068892814406,0.6472733489087698,0.5465116279069767,0.6672775530839231,0.4703703703703704,0.5010826827739472,0.6472733489087698,0.5017421602787456
SCN1A,wt_mut_site,64,logistic_regression,1.0,none,6,0.4891818161726834,0.6333333333333333,0.6658783976294945,0.6726879024445839,0.6476868327402135,0.6327237252504156,0.6296296296296297,0.6612912416661918,0.6726879024445839,0.6428571428571429
SCN1A,wt_mut_site,64,rbf_svm,1.0,0.01,6,0.2876835119352024,0.6962962962962963,0.6579292267365662,0.6207761125990084,0.5494505494505495,0.6602001350604703,0.4444444444444444,0.47193572283320984,0.6207761125990084,0.47183098591549294
SCN1A,wt_mut_site,16,rbf_svm,1.0,0.01,6,0.39240930262331614,0.6851851851851852,0.6575018519573765,0.6645392899880336,0.5685279187817259,0.6603572538515043,0.5259259259259259,0.5595190609151519,0.6645392899880336,0.5555555555555556
SCN1A,wt_mut_site,64,rbf_svm,10.0,0.01,6,0.5391314150144348,0.7148148148148148,0.6571599521340248,0.6230554447546869,0.5032258064516129,0.6516129032258065,0.44074074074074077,0.4688301327710981,0.6230554447546869,0.47017543859649125
SCN1A,wt_mut_site,16,rbf_svm,1.0,0.1,6,0.27652808853370425,0.7,0.6565901190951051,0.6004900564134709,0.5371428571428571,0.6576125244618396,0.42592592592592593,0.45492620662145994,0.6004900564134709,0.45993031358885017
SCN1A,wt_mut_site,8,rbf_svm,1.0,0.1,6,0.39480049898285163,0.7037037037037037,0.6522878796512621,0.6039090546469884,0.5121951219512195,0.6497145822522055,0.45925925925925926,0.48583964898284804,0.6039090546469884,0.48226950354609927
SCN1A,wt_mut_site,16,rbf_svm,10.0,0.1,6,0.34975160302858577,0.7037037037037037,0.6522878796512621,0.6009459228446067,0.5121951219512195,0.6497145822522055,0.42592592592592593,0.45492620662145994,0.6009459228446067,0.45993031358885017
SCN1A,wt_mut_site,64,logistic_regression,10.0,none,6,0.5209665914689339,0.6222222222222222,0.6521169297395863,0.639751552795031,0.6330935251798561,0.6218902740403097,0.6185185185185185,0.6504929055786655,0.639751552795031,0.6334519572953736
SCN1A,wt_mut_site,8,rbf_svm,10.0,0.1,6,0.6127540477463281,0.7037037037037037,0.6493247478488803,0.6047638042053679,0.5,0.6447368421052632,0.44814814814814813,0.4750413128953217,0.6047638042053679,0.4734982332155477
SCN1A,wt_mut_site,32,logistic_regression,1.0,none,6,0.43997914430114937,0.6185185185185185,0.6475297737762835,0.6615191748817596,0.628158844765343,0.6182619318883749,0.6111111111111112,0.6265029346401505,0.6615191748817596,0.5945945945945946
SCN1A,wt_mut_site,16,rbf_svm,10.0,0.01,6,0.4700716384607362,0.674074074074074,0.6467035158698502,0.6366744543848653,0.5555555555555556,0.6491228070175439,0.5074074074074074,0.5439911106045929,0.6366744543848653,0.5460750853242321
SCN1A,wt_mut_site,8,rbf_svm,10.0,0.01,6,0.42056643261692617,0.6518518518518519,0.6458487663114707,0.6753661177275059,0.5877192982456141,0.6432186234817814,0.5851851851851851,0.6136531996125135,0.6753661177275059,0.5971223021582733
SCN1A,wt_mut_site,32,logistic_regression,10.0,none,6,0.38676371635073903,0.6037037037037037,0.643996808934982,0.632799589720212,0.6348122866894198,0.6008069530613092,0.5962962962962963,0.6170437061940851,0.632799589720212,0.5917602996254682
SCN1A,wt_mut_site,64,linear_svm,0.1,none,6,0.43186858836482134,0.6222222222222222,0.6432275343324406,0.6533135791213176,0.6165413533834586,0.6221392898304154,0.5777777777777777,0.6133682830930537,0.6533135791213176,0.6041666666666666
SCN1A,wt_mut_site,64,linear_svm,10.0,none,6,0.303685880432939,0.6111111111111112,0.639837027750869,0.6475012821243376,0.6209386281588448,0.6108495422163045,0.5666666666666667,0.6040515129067183,0.6475012821243376,0.5979381443298969
SCN1A,wt_mut_site,64,linear_svm,1.0,none,6,0.30800903087276416,0.6111111111111112,0.639837027750869,0.6456778163997948,0.6209386281588448,0.6108495422163045,0.5666666666666667,0.6055330788079093,0.6456778163997948,0.6006825938566553
SCN1A,wt_mut_site,64,linear_svm,0.01,none,6,0.7084356736109687,0.6370370370370371,0.6363895378654054,0.6477861986437974,0.5847457627118644,0.6311886708296164,0.5703703703703704,0.6027124052652573,0.6477861986437974,0.5915492957746479
SCN1A,wt_mut_site,128,rbf_svm,10.0,0.01,6,0.39398221433509906,0.7,0.6358481964784318,0.5815715995213403,0.4489795918367347,0.6214363608038636,0.42592592592592593,0.45640777252265086,0.5815715995213403,0.46366782006920415
SCN1A,wt_mut_site,32,rbf_svm,10.0,0.1,6,0.2896198923755906,0.6962962962962963,0.634224172317511,0.5495184910821129,0.4533333333333333,0.6215384615384615,0.4185185185185185,0.44723346059604535,0.5495184910821129,0.4529616724738676
SCN1A,wt_mut_site,32,linear_svm,0.1,none,6,-0.19092333995623312,0.5962962962962963,0.6333409311071856,0.665223089634737,0.6228373702422145,0.5942872110175217,0.6,0.6275571257621517,0.665223089634737,0.6086956521739131
SCN1A,wt_mut_site,32,linear_svm,1.0,none,6,-0.7300086468182041,0.5814814814814815,0.6312895321670751,0.6248789104792295,0.6319218241042345,0.5734716416658512,0.5925925925925926,0.6169012479343552,0.6248789104792295,0.5955882352941176
SCN1A,wt_mut_site,128,rbf_svm,1.0,0.01,6,0.39115894717849037,0.6962962962962963,0.6312610405151291,0.5845347313237221,0.4383561643835616,0.6151171684861971,0.42592592592592593,0.45640777252265086,0.5845347313237221,0.46366782006920415
SCN1A,wt_mut_site,32,rbf_svm,1.0,0.1,6,0.28869812968818376,0.6925925925925925,0.6296370163542082,0.5430793777423215,0.4429530201342282,0.6153384026502343,0.4185185185185185,0.44723346059604535,0.5430793777423215,0.4529616724738676
SCN1A,wt_mut_site,32,linear_svm,10.0,none,6,-1.0335871057321417,0.5666666666666667,0.6203487378198188,0.6142800159553251,0.6261980830670927,0.5553897904322247,0.5888888888888889,0.6123140919710525,0.6142800159553251,0.5904059040590406
SCN1A,wt_mut_site,8,rbf_svm,0.1,scale,6,0.8395853585788453,0.674074074074074,0.6081828024388855,0.5526810644481166,0.3972602739726027,0.5869550100827481,0.45555555555555555,0.5049575474386004,0.5526810644481166,0.5303514376996805
SCN1A,wt_mut_site,64,rbf_svm,10.0,0.1,6,0.30596378169820615,0.6666666666666666,0.597526924611089,0.4920793207590176,0.36619718309859156,0.5700332649161299,0.37037037037037035,0.3905635648754915,0.4920793207590176,0.38848920863309355
SCN1A,wt_mut_site,64,rbf_svm,1.0,0.1,6,0.3059622828059677,0.6666666666666666,0.597526924611089,0.48928713886831154,0.36619718309859156,0.5700332649161299,0.37037037037037035,0.3905635648754915,0.48928713886831154,0.38848920863309355
SCN1A,wt_mut_site,16,rbf_svm,0.1,scale,6,0.7793315940939566,0.6407407407407407,0.5935665849905978,0.5554732463388227,0.4393063583815029,0.5875005906348931,0.46296296296296297,0.5185765570687788,0.5554732463388227,0.5482866043613707
SCN1A,wt_mut_site,64,rbf_svm,0.1,scale,6,0.8963972799312926,0.6555555555555556,0.5793207590176078,0.46048207875092606,0.3007518796992481,0.5361253255990098,0.4222222222222222,0.46811784147244856,0.46048207875092606,0.4967741935483871
SCN1A,wt_mut_site,128,rbf_svm,1.0,0.1,6,0.32193410618906626,0.6555555555555556,0.574876061314035,0.4368055159838168,0.2677165354330709,0.5212674686850585,0.37037037037037035,0.3920451307766824,0.4368055159838168,0.39285714285714285
SCN1A,wt_mut_site,128,rbf_svm,10.0,0.1,6,0.32193406980697636,0.6555555555555556,0.574876061314035,0.4362356829448971,0.2677165354330709,0.5212674686850585,0.37037037037037035,0.3920451307766824,0.4362356829448971,0.39285714285714285
SCN1A,wt_mut_site,128,rbf_svm,0.1,scale,6,0.8818738583846473,0.6296296296296297,0.5723972875947347,0.45603738104735314,0.375,0.555921052631579,0.362962962962963,0.3991680437631774,0.45603738104735314,0.4266666666666667
SCN1A,wt_mut_site,32,rbf_svm,0.1,scale,6,0.8306333332845488,0.6296296296296297,0.5679525898911619,0.4729044389993732,0.35064935064935066,0.5457909965681986,0.45925925925925926,0.5125078352042851,0.4729044389993732,0.5408805031446541
SCN1A,wt_mut_site,32,rbf_svm,0.1,0.01,6,0.645656414307573,0.6259259259259259,0.566328565730241,0.4458943529545843,0.35668789808917195,0.5464901631438027,0.32592592592592595,0.3592227477349137,0.4458943529545843,0.38926174496644295
SCN1A,wt_mut_site,16,rbf_svm,0.1,0.01,6,0.6563233955176021,0.6148148148148148,0.5555302296427147,0.4514787167359964,0.34177215189873417,0.5347604214991053,0.32222222222222224,0.3546355917716109,0.4514787167359964,0.3838383838383838
SCN1A,wt_mut_site,16,rbf_svm,0.1,0.1,6,0.7443834025935179,0.6407407407407407,0.555045871559633,0.42859992022337456,0.19834710743801653,0.4834217637428746,0.32592592592592595,0.3592227477349137,0.42859992022337456,0.38926174496644295
SCN1A,wt_mut_site,64,rbf_svm,0.1,0.01,6,0.6871345654271168,0.6148148148148148,0.5510855319391419,0.416718901361901,0.3157894736842105,0.5238741182854042,0.32592592592592595,0.3592227477349137,0.416718901361901,0.38926174496644295
SCN1A,wt_mut_site,32,rbf_svm,0.1,0.1,6,0.7894451359656594,0.6259259259259259,0.5485497749159496,0.39577753718160585,0.24060150375939848,0.49622212780107516,0.32592592592592595,0.3592227477349137,0.39577753718160585,0.38926174496644295
SCN1A,wt_mut_site,8,rbf_svm,0.1,0.1,6,0.672536276007683,0.6074074074074074,0.5478374836173001,0.42406974756396376,0.3291139240506329,0.5258135065279342,0.32592592592592595,0.3592227477349137,0.42406974756396376,0.38926174496644295
SCN1A,wt_mut_site,64,rbf_svm,0.1,0.1,6,0.8687228340644508,0.6222222222222222,0.5424810530514559,0.374323323266283,0.2153846153846154,0.4833020637898687,0.32592592592592595,0.3592227477349137,0.374323323266283,0.38926174496644295
SCN1A,wt_mut_site,128,rbf_svm,0.1,0.01,6,0.8769043428213399,0.6259259259259259,0.538178813607613,0.38355461849678046,0.15126050420168066,0.4556777580390826,0.32592592592592595,0.3592227477349137,0.38355461849678046,0.38926174496644295
SCN1A,wt_mut_site,128,rbf_svm,0.1,0.1,6,0.8972294681483453,0.6259259259259259,0.538178813607613,0.35677246566755944,0.15126050420168066,0.4556777580390826,0.32592592592592595,0.3592227477349137,0.35677246566755944,0.38926174496644295
SCN1A,wt_mut_site,8,rbf_svm,0.1,0.01,6,-0.33891315474894534,0.45185185185185184,0.5314832754003077,0.42777366231694114,0.5819209039548022,0.39311098961180974,0.4148148148148148,0.46190666134822495,0.42777366231694114,0.4935897435897436
SCN2A,wt_mut_site,128,logistic_regression,0.01,none,6,0.6454899973064183,0.7658862876254181,0.7477214186645532,0.7861600951060036,0.6698113207547169,0.7442320852478248,0.705685618729097,0.7179264909847434,0.7861600951060036,0.639344262295082
SCN2A,wt_mut_site,16,linear_svm,1.0,none,6,-0.0767400979361468,0.7290969899665551,0.7449970279373885,0.799237170596394,0.6693877551020408,0.7199629993640515,0.7290969899665551,0.7311769367941352,0.799237170596394,0.6523605150214592
SCN2A,wt_mut_site,16,linear_svm,10.0,none,6,-0.07698801936769102,0.7290969899665551,0.7449970279373885,0.7992371705963939,0.6693877551020408,0.7199629993640515,0.7324414715719063,0.7337279572022983,0.7992371705963939,0.6551724137931034
SCN2A,wt_mut_site,32,rbf_svm,1.0,scale,6,-0.11587184212542032,0.7224080267558528,0.7445016841688131,0.7884882108183079,0.6693227091633466,0.7150648127949297,0.725752508361204,0.7309292649098474,0.7884882108183079,0.652542372881356
SCN2A,wt_mut_site,16,linear_svm,0.1,none,6,-0.12191738287454831,0.7190635451505016,0.7419506637606499,0.7994848424806816,0.6666666666666666,0.711946050096339,0.7324414715719063,0.736031305726174,0.7994848424806816,0.6581196581196581
SCN2A,wt_mut_site,128,rbf_svm,1.0,scale,6,0.3227584181562003,0.7391304347826086,0.7411333465425005,0.7757083415890628,0.6637931034482759,0.7253391746749576,0.6588628762541806,0.6960322964137111,0.7757083415890628,0.6222222222222222
SCN2A,wt_mut_site,32,logistic_regression,0.01,none,6,0.5235517471979942,0.7424749163879598,0.7390776699029127,0.7801664355062413,0.6607929515418502,0.7266228908652648,0.7224080267558528,0.723771547453933,0.7801664355062413,0.6437768240343348
SCN2A,wt_mut_site,16,linear_svm,0.01,none,6,-0.23766127605758602,0.7090301003344481,0.7389042995839112,0.7984446205666732,0.6640926640926641,0.7037277479755356,0.7357859531772575,0.7270655835149593,0.7984446205666732,0.6457399103139013
SCN2A,wt_mut_site,64,rbf_svm,1.0,scale,6,0.08482388029100002,0.7157190635451505,0.737096294828611,0.7715969883098871,0.6613545816733067,0.7081989046695064,0.68561872909699,0.7141371111551417,0.7715969883098871,0.6384615384615384
SCN2A,wt_mut_site,128,rbf_svm,10.0,scale,6,0.06550350540585537,0.7324414715719063,0.736031305726174,0.7573806221517733,0.6581196581196581,0.7191697191697192,0.7157190635451505,0.7255795522092332,0.7573806221517733,0.6473029045643154
SCN2A,wt_mut_site,16,logistic_regression,0.01,none,6,0.5779504388555887,0.7625418060200669,0.7359570041608876,0.7914602734297601,0.6536585365853659,0.7364984794886117,0.6923076923076923,0.7077224093520904,0.7914602734297601,0.6290322580645161
SCN2A,wt_mut_site,64,logistic_regression,0.01,none,6,0.5963483276574684,0.7491638795986622,0.7349663166237369,0.7748167228056271,0.6543778801843319,0.7287637432417722,0.6923076923076923,0.7100257578759659,0.7748167228056271,0.632
SCN2A,wt_mut_site,16,logistic_regression,1.0,none,6,0.4579653945176729,0.7123745819397993,0.7345452744204477,0.7819496730731127,0.6587301587301587,0.7050876227176806,0.6889632107023411,0.6959579948484248,0.7819496730731127,0.6141078838174274
SCN2A,wt_mut_site,16,logistic_regression,10.0,none,6,0.45710023460406235,0.7123745819397993,0.7345452744204477,0.78160293243511,0.6587301587301587,0.7050876227176806,0.6889632107023411,0.6959579948484248,0.78160293243511,0.6141078838174274
SCN2A,wt_mut_site,128,logistic_regression,0.1,none,6,0.6043365543918842,0.7424749163879598,0.7344709728551615,0.768476322567862,0.6547085201793722,0.7246875934230195,0.7224080267558528,0.723771547453933,0.768476322567862,0.6437768240343348
SCN2A,wt_mut_site,8,linear_svm,0.01,none,6,0.089826595789156,0.7391304347826086,0.7342233009708738,0.7758074103427779,0.6548672566371682,0.7225949186411647,0.7290969899665551,0.726570239746384,0.7758074103427779,0.6462882096069869
SCN2A,wt_mut_site,16,rbf_svm,1.0,scale,6,-0.12482811922724837,0.7157190635451505,0.7324895977808599,0.7798196948682387,0.6558704453441295,0.7068526015894436,0.7224080267558528,0.7191648504061818,0.7798196948682387,0.6375545851528385
SCN2A,wt_mut_site,8,logistic_regression,0.01,none,6,0.4822713387979599,0.7123745819397993,0.7299385773726966,0.7686744600752923,0.6532258064516129,0.7037557603686636,0.7123745819397993,0.7161184862294432,0.7686744600752923,0.635593220338983
SCN2A,wt_mut_site,16,logistic_regression,0.1,none,6,0.4764168120126346,0.7090301003344481,0.7296909054884089,0.7837824450168417,0.6533864541832669,0.7013329965440831,0.7023411371237458,0.7153754705765801,0.7837824450168417,0.636734693877551
SCN2A,wt_mut_site,8,linear_svm,0.1,none,6,0.03959177430329498,0.7324414715719063,0.7291212601545473,0.7759560134733505,0.6491228070175439,0.7164532954006638,0.7290969899665551,0.726570239746384,0.7759560134733505,0.6462882096069869
SCN2A,wt_mut_site,8,linear_svm,1.0,none,6,0.03410510666594373,0.7324414715719063,0.7291212601545473,0.7746185852981968,0.6491228070175439,0.7164532954006638,0.725752508361204,0.7240192193382207,0.7746185852981968,0.6434782608695652
SCN2A,wt_mut_site,8,linear_svm,10.0,none,6,0.034613089223086105,0.7324414715719063,0.7291212601545473,0.7744699821676243,0.6491228070175439,0.7164532954006638,0.725752508361204,0.7240192193382207,0.7744699821676243,0.6434782608695652
SCN2A,wt_mut_site,32,rbf_svm,0.1,scale,6,-0.07387510692243876,0.7357859531772575,0.7247622349910838,0.7269665147612443,0.6425339366515838,0.7164924325167733,0.7324414715719063,0.6876609867247869,0.7269665147612443,0.5833333333333334
SCN2A,wt_mut_site,8,logistic_regression,0.1,none,6,0.46417627133193173,0.7023411371237458,0.7245888646720824,0.763423816128393,0.6482213438735178,0.6951251646903821,0.7090301003344481,0.7089607687735289,0.763423816128393,0.6266094420600858
SCN2A,wt_mut_site,32,rbf_svm,10.0,scale,6,-0.05040700431704037,0.7290969899665551,0.7242668912225084,0.7866059044977215,0.6431718061674009,0.7124214825985252,0.7290969899665551,0.7173568456508816,0.7866059044977215,0.6334841628959276
SCN2A,wt_mut_site,32,logistic_regression,0.1,none,6,0.4777100026404252,0.7190635451505016,0.7212205270457698,0.7738260352684763,0.6410256410256411,0.7051282051282052,0.7190635451505016,0.7166138299980187,0.7738260352684763,0.6347826086956522
SCN2A,wt_mut_site,64,linear_svm,0.01,none,6,0.00882677488950992,0.7157190635451505,0.720972855161482,0.7595106003566476,0.6413502109704642,0.7029465736292764,0.7123745819397993,0.7184218347533189,0.7595106003566476,0.6386554621848739
SCN2A,wt_mut_site,64,rbf_svm,10.0,scale,6,-0.1212477606596161,0.7123745819397993,0.7207251832771944,0.7668912225084208,0.6416666666666667,0.7007216014897579,0.6989966555183946,0.6897909649296612,0.7668912225084208,0.6017699115044248
SCN2A,wt_mut_site,8,logistic_regression,1.0,none,6,0.4750020570008986,0.705685618729097,0.720229839508619,0.7603526847632256,0.6422764227642277,0.6961382113821138,0.705685618729097,0.70410639984149,0.7603526847632256,0.6206896551724138
SCN2A,wt_mut_site,16,rbf_svm,0.1,scale,6,0.03995888983171997,0.7625418060200669,0.7198335644937586,0.7440063404002379,0.6282722513089005,0.726912538430863,0.745819397993311,0.7116851595006934,0.7440063404002379,0.62
SCN2A,wt_mut_site,8,logistic_regression,10.0,none,6,0.46345555658187787,0.6989966555183946,0.7197344957400436,0.7598573409946503,0.6428571428571429,0.6913707679603633,0.705685618729097,0.70410639984149,0.7598573409946503,0.6206896551724138
SCN2A,wt_mut_site,32,logistic_regression,1.0,none,6,0.4833823063874718,0.7224080267558528,0.7191648504061818,0.7695165444818703,0.6375545851528385,0.7063111679151726,0.7190635451505016,0.7074004359025163,0.7695165444818703,0.6216216216216216
SCN2A,wt_mut_site,8,rbf_svm,0.1,scale,6,0.08500067610811887,0.745819397993311,0.7185952050723202,0.7383098870616207,0.6310679611650486,0.7185952050723202,0.6956521739130435,0.7010600356647514,0.7383098870616207,0.6192468619246861
SCN2A,wt_mut_site,8,rbf_svm,1.0,0.01,6,0.1451636950672356,0.7290969899665551,0.7173568456508816,0.7412819496730731,0.6334841628959276,0.709315025745046,0.6822742474916388,0.6885526055082227,0.7412819496730731,0.6058091286307054
SCN2A,wt_mut_site,64,linear_svm,0.1,none,6,-0.03413811630844771,0.725752508361204,0.717109173766594,0.7654051912026947,0.6339285714285714,0.7073386172650878,0.7224080267558528,0.7122548048345552,0.7654051912026947,0.6278026905829597
SCN2A,wt_mut_site,32,logistic_regression,10.0,none,6,0.4830350931247452,0.7224080267558528,0.7168615018823064,0.7684267881910046,0.6343612334801763,0.7053207784651555,0.7190635451505016,0.7074004359025163,0.7684267881910046,0.6216216216216216
SCN2A,wt_mut_site,32,linear_svm,0.01,none,6,0.10147611395981086,0.7090301003344481,0.7158708143451555,0.7499504656231425,0.6359832635983264,0.6968217153646228,0.6956521739130435,0.7056667327125025,0.7499504656231425,0.6255144032921811
SCN2A,wt_mut_site,16,rbf_svm,10.0,scale,6,-0.0558081389624869,0.7023411371237458,0.7153754705765801,0.7608480285318011,0.636734693877551,0.6923050239925999,0.6956521739130435,0.7010600356647514,0.7608480285318011,0.6192468619246861
SCN2A,wt_mut_site,32,linear_svm,0.1,none,6,-0.21968166025563501,0.6989966555183946,0.7151277986922924,0.7613929066772339,0.6370967741935484,0.6899769585253457,0.6956521739130435,0.6987566871408758,0.7613929066772339,0.6160337552742616
SCN2A,wt_mut_site,64,linear_svm,1.0,none,6,-0.02472775748520517,0.7290969899665551,0.7150534971270062,0.7490093124628491,0.6301369863013698,0.7082083348393393,0.725752508361204,0.7101991281949673,0.7490093124628491,0.6238532110091743
SCN2A,wt_mut_site,64,logistic_regression,0.1,none,6,0.7474731943060657,0.7558528428093646,0.7147315236774321,0.7635724192589657,0.6217616580310881,0.7207573722254206,0.6956521739130435,0.6941499900931247,0.7635724192589657,0.6094420600858369
SCN2A,wt_mut_site,32,linear_svm,10.0,none,6,-0.3592515873801522,0.6989966555183946,0.7128244501684169,0.7592133940955024,0.6341463414634146,0.6892322616407982,0.705685618729097,0.7018030513176144,0.7592133940955024,0.6173913043478261
SCN2A,wt_mut_site,32,linear_svm,1.0,none,6,-0.40507073761998125,0.6956521739130435,0.7125767782841292,0.7582722409352091,0.6345381526104418,0.6868965834685447,0.705685618729097,0.6994997027937389,0.7582722409352091,0.6140350877192983
SCN2A,wt_mut_site,128,logistic_regression,10.0,none,6,0.7411908252291364,0.7157190635451505,0.7117594610659799,0.7217901723796315,0.62882096069869,0.6992343285878273,0.6923076923076923,0.6962056667327126,0.7217901723796315,0.6134453781512605
SCN2A,wt_mut_site,64,logistic_regression,1.0,none,6,0.36269378911109657,0.705685618729097,0.7110164454131167,0.7319199524469981,0.6302521008403361,0.6929038281979458,0.6956521739130435,0.6849365959976224,0.7319199524469981,0.5955555555555555
SCN2A,wt_mut_site,8,rbf_svm,1.0,scale,6,0.016862212870611362,0.7023411371237458,0.7107687735288291,0.7520804438280166,0.6307053941908713,0.6907028371514581,0.6989966555183946,0.7082177531206657,0.7520804438280166,0.628099173553719
SCN2A,wt_mut_site,128,logistic_regression,1.0,none,6,0.8699230637975321,0.7391304347826086,0.7088864672082424,0.7391519714681989,0.6176470588235294,0.7098387578381606,0.6822742474916388,0.6816425599365961,0.7391519714681989,0.5957446808510638
SCN2A,wt_mut_site,64,logistic_regression,10.0,none,6,0.2903332972159325,0.705685618729097,0.7087130968892412,0.7080443828016645,0.6271186440677966,0.6920123607079314,0.7023411371237458,0.6877352882900734,0.7080443828016645,0.5972850678733032
SCN2A,wt_mut_site,128,linear_svm,0.01,none,6,0.5083604704359899,0.745819397993311,0.7024717654051912,0.725926292847236,0.6041666666666666,0.7084872742200328,0.68561872909699,0.6864969288686349,0.725926292847236,0.6016949152542372
SCN2A,wt_mut_site,128,linear_svm,1.0,none,6,0.835748310198071,0.7391304347826086,0.7019764216366158,0.6932336041212602,0.6060606060606061,0.7055303030303031,0.6588628762541806,0.6568753715078264,0.6932336041212602,0.5677966101694916
SCN2A,wt_mut_site,64,linear_svm,10.0,none,6,-0.5069211938609842,0.705685618729097,0.7018030513176144,0.7172577768971666,0.6173913043478261,0.6891304347826087,0.705685618729097,0.6902863086982366,0.7172577768971666,0.6
SCN2A,wt_mut_site,128,linear_svm,10.0,none,6,0.835748310198071,0.7357859531772575,0.6994254012284525,0.6927877947295422,0.6030150753768844,0.7025100439541063,0.6655518394648829,0.6642807608480286,0.6927877947295422,0.576271186440678
