k,n_query,n_candidate,accuracy,balanced_accuracy,macro_f1,gof_f1,gof_precision,gof_recall,roc_auc,average_precision,method,target_gene,candidate_pool,hidden_dim,proj_dim,seed,final_loss
1,32,316,0.59375,0.6071428571428572,0.5933528836754643,0.5806451612903226,0.6923076923076923,0.5,0.6071428571428571,0.6274038461538461,contrastive_projection_wt_mut,SCN2A,non-SCN2A,1024,512,3,4.979947090148926
3,32,316,0.59375,0.6071428571428572,0.5933528836754643,0.5806451612903226,0.6923076923076923,0.5,0.6468253968253969,0.6463853276353276,contrastive_projection_wt_mut,SCN2A,non-SCN2A,1024,512,3,4.979947090148926
5,32,316,0.65625,0.6626984126984128,0.6559139784946236,0.6666666666666666,0.7333333333333333,0.6111111111111112,0.6666666666666666,0.6568019943019943,contrastive_projection_wt_mut,SCN2A,non-SCN2A,1024,512,3,4.979947090148926
