k,n_query,n_candidate,accuracy,balanced_accuracy,macro_f1,gof_f1,gof_precision,gof_recall,roc_auc,average_precision,method,target_gene,candidate_pool,hidden_dim,proj_dim,seed,final_loss
1,32,316,0.625,0.6349206349206349,0.625,0.625,0.7142857142857143,0.5555555555555556,0.6349206349206349,0.6468253968253969,contrastive_projection_wt_mut,SCN2A,non-SCN2A,1024,256,5,4.980968952178955
3,32,316,0.625,0.6349206349206349,0.625,0.625,0.7142857142857143,0.5555555555555556,0.6547619047619049,0.6563161375661376,contrastive_projection_wt_mut,SCN2A,non-SCN2A,1024,256,5,4.980968952178955
5,32,316,0.65625,0.6626984126984128,0.6559139784946236,0.6666666666666666,0.7333333333333333,0.6111111111111112,0.6547619047619049,0.6563161375661376,contrastive_projection_wt_mut,SCN2A,non-SCN2A,1024,256,5,4.980968952178955
