k,n_query,n_candidate,accuracy,balanced_accuracy,macro_f1,gof_f1,gof_precision,gof_recall,roc_auc,average_precision,seed,method,query_gene,candidate_pool
5,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.7908163265306123,0.4115747640337804,5,contrastive_projection_wt_mut,SCN1A,non-SCN1A
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,6,frozen_esm_wt_mut,SCN1A,non-SCN1A
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,6,frozen_esm_wt_mut,SCN1A,non-SCN1A
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,6,frozen_esm_wt_mut,SCN1A,non-SCN1A
1,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.79421768707483,0.4115747640337804,6,contrastive_projection_wt_mut,SCN1A,non-SCN1A
3,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7925170068027211,0.4115747640337804,6,contrastive_projection_wt_mut,SCN1A,non-SCN1A
5,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7925170068027211,0.4115747640337804,6,contrastive_projection_wt_mut,SCN1A,non-SCN1A
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,7,frozen_esm_wt_mut,SCN1A,non-SCN1A
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,7,frozen_esm_wt_mut,SCN1A,non-SCN1A
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,7,frozen_esm_wt_mut,SCN1A,non-SCN1A
1,61,287,0.7377049180327869,0.7738095238095238,0.6847545219638242,0.5555555555555556,0.4166666666666667,0.8333333333333334,0.773809523809524,0.3800091074681239,7,contrastive_projection_wt_mut,SCN1A,non-SCN1A
3,61,287,0.7377049180327869,0.7738095238095238,0.6847545219638242,0.5555555555555556,0.4166666666666667,0.8333333333333334,0.773809523809524,0.3800091074681239,7,contrastive_projection_wt_mut,SCN1A,non-SCN1A
5,61,287,0.7377049180327869,0.7738095238095238,0.6847545219638242,0.5555555555555556,0.4166666666666667,0.8333333333333334,0.7823129251700681,0.39510572582561176,7,contrastive_projection_wt_mut,SCN1A,non-SCN1A
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,8,frozen_esm_wt_mut,SCN1A,non-SCN1A
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,8,frozen_esm_wt_mut,SCN1A,non-SCN1A
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,8,frozen_esm_wt_mut,SCN1A,non-SCN1A
1,61,287,0.7377049180327869,0.7738095238095238,0.6847545219638242,0.5555555555555556,0.4166666666666667,0.8333333333333334,0.773809523809524,0.3800091074681239,8,contrastive_projection_wt_mut,SCN1A,non-SCN1A
3,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7823129251700681,0.39510572582561176,8,contrastive_projection_wt_mut,SCN1A,non-SCN1A
5,61,287,0.7540983606557377,0.7840136054421769,0.6995073891625616,0.5714285714285714,0.43478260869565216,0.8333333333333334,0.7823129251700681,0.39510572582561176,8,contrastive_projection_wt_mut,SCN1A,non-SCN1A
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,9,frozen_esm_wt_mut,SCN1A,non-SCN1A
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,9,frozen_esm_wt_mut,SCN1A,non-SCN1A
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,9,frozen_esm_wt_mut,SCN1A,non-SCN1A
1,61,287,0.7868852459016393,0.804421768707483,0.7299965951651345,0.6060606060606061,0.47619047619047616,0.8333333333333334,0.804421768707483,0.4296122820712984,9,contrastive_projection_wt_mut,SCN1A,non-SCN1A
3,61,287,0.7868852459016393,0.804421768707483,0.7299965951651345,0.6060606060606061,0.47619047619047616,0.8333333333333334,0.804421768707483,0.4296122820712984,9,contrastive_projection_wt_mut,SCN1A,non-SCN1A
5,61,287,0.7868852459016393,0.804421768707483,0.7299965951651345,0.6060606060606061,0.47619047619047616,0.8333333333333334,0.804421768707483,0.4296122820712984,9,contrastive_projection_wt_mut,SCN1A,non-SCN1A
1,61,287,0.7377049180327869,0.7423469387755102,0.6737967914438503,0.5294117647058824,0.4090909090909091,0.75,0.7423469387755102,0.3559985096870343,10,frozen_esm_wt_mut,SCN1A,non-SCN1A
3,61,287,0.6721311475409836,0.7644557823129252,0.6369047619047619,0.5238095238095238,0.36666666666666664,0.9166666666666666,0.78656462585034,0.39994045116995935,10,frozen_esm_wt_mut,SCN1A,non-SCN1A
5,61,287,0.6229508196721312,0.7023809523809523,0.5869885192817191,0.46511627906976744,0.3225806451612903,0.8333333333333334,0.7899659863945578,0.4276453728816819,10,frozen_esm_wt_mut,SCN1A,non-SCN1A
1,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.79421768707483,0.4115747640337804,10,contrastive_projection_wt_mut,SCN1A,non-SCN1A
3,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.8027210884353742,0.4296122820712984,10,contrastive_projection_wt_mut,SCN1A,non-SCN1A
5,61,287,0.7704918032786885,0.7942176870748299,0.714572192513369,0.5882352941176471,0.45454545454545453,0.8333333333333334,0.8027210884353742,0.4296122820712984,10,contrastive_projection_wt_mut,SCN1A,non-SCN1A
