step,triplet_loss
1,0.4709737300872803
2,0.27133476734161377
3,0.47171908617019653
4,0.23858612775802612
5,0.18713945150375366
6,0.11608844995498657
7,0.8266777396202087
8,0.0
9,0.24440521001815796
10,0.3345630168914795
11,0.27101004123687744
12,0.23228710889816284
13,0.2882765531539917
14,0.12039083242416382
15,0.009716689586639404
16,0.05135464668273926
17,0.34911131858825684
18,0.4411667585372925
19,0.004456698894500732
20,0.5732725262641907
21,0.08936619758605957
22,0.1146010160446167
23,0.32179880142211914
24,0.3369476795196533
25,0.0
26,0.2576639652252197
27,0.5607393383979797
28,0.27176082134246826
29,0.44622528553009033
30,0.3210213780403137
31,0.24769026041030884
32,0.2578752636909485
33,0.2084457278251648
34,0.47198277711868286
35,0.1655350923538208
36,0.36426597833633423
37,0.19498848915100098
38,0.15065503120422363
39,0.4662022590637207
40,0.40711355209350586
41,0.09361600875854492
42,0.09570932388305664
43,0.2927905321121216
44,0.3016589283943176
45,0.3329681158065796
46,0.15633219480514526
47,0.07150650024414062
48,0.0
49,0.0
50,0.3855467438697815
51,0.18893182277679443
52,0.34798914194107056
53,0.145740807056427
54,0.19585752487182617
55,0.07829552888870239
56,0.17452025413513184
57,0.2993031144142151
58,0.13634109497070312
59,0.22598367929458618
60,0.14356350898742676
61,0.6516761183738708
62,0.4698209762573242
63,0.0
64,0.11269766092300415
65,0.06978845596313477
66,0.3886966109275818
67,0.3974763751029968
68,0.10472548007965088
69,0.16125702857971191
70,0.15760904550552368
71,0.36132705211639404
72,0.5013859272003174
73,0.4292720556259155
74,0.32238560914993286
75,0.15438592433929443
76,0.0
77,0.13385885953903198
78,0.234754741191864
79,0.40714031457901
80,0.25781571865081787
81,0.22157889604568481
82,0.04523712396621704
83,0.0
84,0.17953801155090332
85,0.08536326885223389
86,0.19541126489639282
87,0.10316145420074463
88,0.26651549339294434
89,0.12430566549301147
90,0.27983546257019043
91,0.23358768224716187
92,0.12682241201400757
93,0.21655350923538208
94,0.4155306816101074
95,0.34104567766189575
96,0.1842632293701172
97,0.4559314250946045
98,0.5885298848152161
99,0.312341570854187
100,0.0
101,0.2523813247680664
102,0.36988013982772827
103,0.37498176097869873
104,0.38951289653778076
105,0.3828626275062561
106,0.07582539319992065
107,0.26982468366622925
108,0.22004187107086182
109,0.2578412890434265
110,0.2419002652168274
111,0.33189964294433594
112,0.26427096128463745
113,0.08655089139938354
114,0.31635284423828125
115,0.1862020492553711
116,0.21578103303909302
117,0.19128060340881348
118,0.23525047302246094
119,0.34695231914520264
120,0.0
121,0.12588143348693848
122,0.13660484552383423
123,0.11895465850830078
124,0.1438380479812622
125,0.1541149616241455
126,0.12013912200927734
127,0.009832620620727539
128,0.218758225440979
129,0.30039554834365845
130,0.20895379781723022
131,0.2251880168914795
132,0.1921810507774353
133,0.2717544436454773
134,0.14936470985412598
135,0.2816024422645569
136,0.09960532188415527
137,0.16653037071228027
138,0.1858072280883789
139,0.12011098861694336
140,0.5659552812576294
141,0.19456863403320312
142,0.22396224737167358
143,0.16333544254302979
144,0.1328263282775879
145,0.23191410303115845
146,0.0
147,0.009007096290588379
148,0.18205130100250244
149,0.21244126558303833
150,0.1922929286956787
151,0.2568480372428894
152,0.16067028045654297
153,0.15347427129745483
154,0.25824886560440063
155,0.12172478437423706
156,0.21700787544250488
157,0.11609053611755371
158,0.10933059453964233
159,0.0
160,0.11059385538101196
161,0.2016235589981079
162,0.15883088111877441
163,0.2708584666252136
164,0.25407224893569946
165,0.25465846061706543
166,0.1586783528327942
167,0.0
168,0.14805978536605835
169,0.1593247652053833
170,0.1762242317199707
171,0.3312603235244751
172,0.22564548254013062
173,0.17297214269638062
174,0.2588950991630554
175,0.2307906150817871
176,0.014159977436065674
177,0.06765323877334595
178,0.1429762840270996
179,0.24498653411865234
180,0.16776412725448608
181,0.048791348934173584
182,0.2131277322769165
183,0.0
184,0.12355190515518188
185,0.046726882457733154
186,0.0630902647972107
187,0.14650237560272217
188,0.19214946031570435
189,0.2709009647369385
190,0.41220206022262573
191,0.1787589192390442
192,0.06194448471069336
193,0.0
194,0.18327540159225464
195,0.2693740725517273
196,0.0865631103515625
197,0.29868727922439575
198,0.088531494140625
199,0.22065383195877075
200,0.11095738410949707
